fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia
20210917 011146	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	115	TRUE	0.0682578205253976	0.919612263477408	2232	651	0.0432989690956635	8503750
20210917 011213	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	102	TRUE	0.0739338156099967	0.839111682120711	4861	952	0.0472441843158073	8532500
20210917 011245	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	47	TRUE	0.0898991166642681	0.46923294366654	1007	247	0.047559849308638	8042500
20210917 011336	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	278	TRUE	0.0440794290680136	0.71960915681161	5489	401	0.045497250548953	8381250
20210917 011423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	197	TRUE	0.0600921697797673	0.405379159693047	7884	860	0.0503299126529077	7988750
20210917 011503	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	197	TRUE	0.0915248784753471	0.289038087918051	5818	933	0.0493573168215264	8123750
20210917 011551	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	258	TRUE	0.0605102644394292	0.967480801788531	5407	175	0.0436933526155546	8341250
20210917 011853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1010	TRUE	0.0130114845875441	0.619425142320432	6022	762	0.0458668615809521	8372500
20210917 011945	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	181	TRUE	0.055987041523268	0.449232711192593	3847	877	0.0458651574910074	8516250
20210917 012002	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	43	TRUE	0.0998203944661934	0.886051084836014	6637	171	0.0464801716883129	8416250
20210917 012051	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0896731082977634	0.530338359125331	6212	408	0.0480867633201742	8188750
20210917 012132	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	244	TRUE	0.0818800794220809	0.718388142416067	6560	838	0.0450890590602389	8520000
20210917 012221	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	183	TRUE	0.022719885677225	0.775814230637625	7902	549	0.0441986847920431	8093750
20210917 012317	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	91	TRUE	0.0447646078241174	0.445702841035463	428	284	0.0356063536711921	8050000
20210917 012403	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	189	TRUE	0.0462877170872525	0.735900813158974	3282	820	0.0451479470525359	8620000
20210917 012501	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	195	TRUE	0.0376146004828648	0.799561881496198	1766	379	0.0430201661417729	8648750
20210917 012532	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	133	TRUE	0.0928314633363695	0.621529629798047	4408	144	0.0460047305681369	8902500
20210917 012715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	548	TRUE	0.0246450851165946	0.748519043051079	3521	294	0.0451962110236256	8558750
20210917 012740	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	0.056311561958557	0.681573080398515	7933	397	0.0466523452094505	8076250
20210917 012954	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	509	TRUE	0.0209798959538845	0.527355859814456	3258	737	0.0430450793419085	8748750
20210917 013327	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	994	TRUE	0.0168473216078339	0.548158749170764	4357	692	0.0438023138498033	8591250
20210917 013355	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	49	TRUE	0.0693488258301723	0.336024107146449	2100	140	0.0476508369208428	8397500
20210917 013434	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	32	TRUE	0.0599904135991493	0.912169362097792	465	352	0.0400978667701606	7410000
20210917 013526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0462016532602048	0.615060784025211	3967	419	0.046374227095827	8531250
20210917 013613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	165	TRUE	0.0420420727939807	0.887623253021531	3248	272	0.0465954317122899	8873750
20210917 013714	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	246	TRUE	0.0339875342509647	0.854909609466504	2758	576	0.0450792477713212	8700000
20210917 013751	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	0.0451881834201931	0.837331063569558	3247	233	0.0446091521329817	8702500
20210917 013828	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0452336210173827	0.900241989817627	3139	348	0.0435505544162527	8562500
20210917 013904	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	76	TRUE	0.0822250220809085	0.288138238968514	612	361	0.0399424107815505	7821250
20210917 013942	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	136	TRUE	0.0440791837653243	0.936544568101925	3787	290	0.0443317500249861	8545000
20210917 014037	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0315962964172335	0.918492469715886	4011	572	0.0448785271939875	8696250
20210917 014239	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	110	TRUE	0.0161685379309207	0.435747365591303	358	676	0.0384169509898415	8538750
20210917 014854	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	2338	TRUE	0.0108500193812698	0.392437242982164	4082	17	0.0473533617599789	8868750
20210917 014944	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	233	TRUE	0.0506850651580608	0.796020943543315	3195	487	0.0437724524057193	8678750
20210917 015110	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	343	TRUE	0.0239642470865021	0.30095487157274	3664	536	0.0449597707582251	8337500
20210917 015147	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	157	TRUE	0.0639151823042729	0.79773969113417	3406	390	0.0472289397886164	8552500
20210917 015216	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	94	TRUE	0.0960762344201771	0.439406577284262	2713	22	0.0477202516578407	8461250
20210917 015553	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1442	TRUE	0.011560552735168	0.835706006727368	6474	938	0.0444173212260359	8792500
20210917 015615	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	84	TRUE	0.08362112716106	0.732244367031753	7877	27	0.0471077243984189	7830000
20210917 015647	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	119	TRUE	0.081511962510536	0.862718362606503	2850	386	0.0449920111846553	8603750
20210917 015707	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.0798756588639715	0.72090477506835	7021	102	0.0456015090234698	8185000
20210917 015947	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	715	TRUE	0.0188894674187945	0.54253795338124	5392	790	0.043658759796536	8735000
20210917 020016	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	0.0578144050566596	0.941541262928397	3627	473	0.0434391133033476	8510000
20210917 020104	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	163	TRUE	0.0370909773925855	0.616992451699264	4230	34	0.0452898767159964	8561250
20210917 020130	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	25	TRUE	0.0870749966558395	0.25273250250835	566	710	0.0412826912921816	8332500
20210917 020403	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	309	TRUE	0.0204832225548406	0.21917193792779	91	810	0.0165623383532914	7811250
20210917 020439	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	76	TRUE	0.0634455249218759	0.547505292718858	2901	442	0.0455157204583214	8441250
20210917 020514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.0640185858532856	0.394982298076153	4455	265	0.0490153267618242	8286250
20210917 020701	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	261	TRUE	0.0194087374812365	0.957890565846115	920	673	0.0401351378306803	8243750
20210917 020727	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	73	TRUE	0.0986483552923147	0.59803238304276	4100	792	0.0466540380828286	8525000
20210917 020753	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	109	TRUE	0.0983675526885293	0.854560422840528	4445	248	0.0488690709195301	8733750
20210917 020829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	189	TRUE	0.0730157363234414	0.753229825284518	6496	413	0.04703560497995	8413750
20210917 020939	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	80	TRUE	0.0448467935787165	0.870526163266227	170	613	0.0246455744306117	7755000
20210917 021012	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	134	TRUE	0.0459795317180711	0.663384077288955	7740	51	0.0456870152820003	8167500
20210917 021051	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	33	TRUE	0.061578241197106	0.577415653587505	658	989	0.0439435440181709	7870000
20210917 021135	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	162	TRUE	0.0516015366169484	0.336897429076955	4476	228	0.0424666794757246	8430000
20210917 021236	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	218	TRUE	0.0264807076456654	0.820202100442536	3434	1010	0.0450755674598664	8580000
20210917 021325	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	136	TRUE	0.0363808286525821	0.246123850505799	65	148	0.0333746242526359	8007500
20210917 021451	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	393	TRUE	0.024564179782928	0.299254879584536	5660	975	0.0464870554064237	8308750
20210917 021549	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	186	TRUE	0.0350823346564453	0.63962309988793	2021	229	0.043296198270264	8860000
20210917 021755	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	664	TRUE	0.041953410865271	0.499486255242676	7534	437	0.0479883304242575	8172500
20210917 021922	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	258	TRUE	0.0239364585833694	0.396149640922435	1920	432	0.043012313838081	8605000
20210917 022055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	435	TRUE	0.0192061262058775	0.88395035530359	3999	564	0.0432921955710528	8643750
20210917 022145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	212	TRUE	0.0612169759713397	0.63198237997368	2947	167	0.0430575451707269	8623750
20210917 022241	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	341	TRUE	0.0952161238216609	0.267504021806642	6938	857	0.0511225283915147	8210000
20210917 022412	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	414	TRUE	0.0229780418730951	0.934139457399518	2982	340	0.04412231975663	8706250
20210917 022456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	160	TRUE	0.0460544266322193	0.931040346934202	3055	352	0.0446636505407456	8696250
20210917 022543	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	190	TRUE	0.0432813592690218	0.866815824844125	3427	306	0.0470562886559615	8616250
20210917 022644	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	293	TRUE	0.0342203807499801	0.877947701662069	5013	596	0.0457790520929248	8530000
20210917 022720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	83	TRUE	0.0561182510540049	0.618745567467599	1965	293	0.0437307169729228	8485000
20210917 022956	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	612	TRUE	0.0174150589320855	0.534017833073507	4031	753	0.0438050143768124	8936250
20210917 023205	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	517	TRUE	0.0219521296123106	0.551005639997311	4022	758	0.0438148683056852	8878750
20210917 023235	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	113	TRUE	0.0879269236941304	0.626147456969623	4902	152	0.0473448743220526	8446250
20210917 023335	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	156	TRUE	0.0399150484074908	0.488645579794608	2281	1019	0.043017332048439	8487500
20210917 023414	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	124	TRUE	0.0790106146851694	0.515490995542333	4677	1017	0.0472480399853596	8357500
20210917 023532	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	207	TRUE	0.0198504389345832	0.528007061607018	7129	491	0.0460174995354194	8126250
20210917 023557	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.0784977320134407	0.92539516128432	7366	575	0.0490348771272283	8256250
20210917 023750	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	533	TRUE	0.0112040093725454	0.729442882701382	7299	458	0.0440979520812771	8228750
20210917 023901	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	211	TRUE	0.0228309365633456	0.285381315694936	2165	271	0.0428472135471988	8437500
20210917 023955	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	67	TRUE	0.0360228761363635	0.440093986921757	677	236	0.0426325343950217	7962500
20210917 024133	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	471	TRUE	0.0253386761011975	0.345603943392448	7920	643	0.0478202603735196	8133750
20210917 024215	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	113	TRUE	0.0388073918755166	0.242254554768652	1780	475	0.044585548857924	8625000
20210917 024259	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	0.04748604906647	0.625817998748459	1407	99	0.0425965723584886	8640000
20210917 024337	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	138	TRUE	0.0655083757165796	0.933035365270823	2605	92	0.0434430163526324	8450000
20210917 024453	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	167	TRUE	0.0379098481267365	0.99970652739238	524	316	0.031393132235187	8216250
20210917 024525	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	43	TRUE	0.0661922945403494	0.768023569398932	907	693	0.0408835070140288	8078750
20210917 024631	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	377	TRUE	0.0620434579032147	0.286519047025777	6762	192	0.0516854282074494	8250000
20210917 024700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	133	TRUE	0.0948437330296147	0.661946775433421	5167	621	0.0480315570583955	8190000
20210917 024739	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	61	TRUE	0.0985465175396018	0.887833433454111	517	927	0.0309205888603696	7668750
20210917 024916	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	431	TRUE	0.0224151582301781	0.381496200933494	7911	145	0.0485426416487934	8061250
20210917 025027	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	277	TRUE	0.0466659180196142	0.537611779115535	3971	723	0.0444929838792766	8663750
20210917 025319	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	833	TRUE	0.0123461964077083	0.281423912452906	4191	137	0.0462311858612195	8231250
20210917 025423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	286	TRUE	0.0201925235369289	0.721856099381112	7730	568	0.0432785463862451	8120000
20210917 025448	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	62	TRUE	0.0732518754717871	0.911040899654292	3247	106	0.0461857873772502	8552500
20210917 025636	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	263	TRUE	0.0164114701820048	0.29427569801379	1031	1018	0.0419972298451066	8706250
20210917 025733	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	343	TRUE	0.0494448227448948	0.900326383125223	6077	650	0.0457218632184662	8518750
20210917 025821	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	180	TRUE	0.0248142530105636	0.982459725423157	7557	256	0.0432256629642402	8135000
20210917 025851	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	120	TRUE	0.0848344551855559	0.642775298169255	4960	157	0.0464350960789939	8148750
20210917 025935	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	255	TRUE	0.0931234995371476	0.222387471709587	4813	155	0.0485918671328655	8330000
20210917 030050	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	423	TRUE	0.0319850057174615	0.879780786676146	5602	677	0.0445855773631447	8406250
20210917 030228	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	525	TRUE	0.0190350034114649	0.871808172725327	5480	939	0.043616181389975	8576250
20210917 030420	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	709	TRUE	0.0236197593386844	0.791636428255029	5651	235	0.0441210730934183	8600000
20210917 030508	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	211	TRUE	0.030198158813112	0.925644761063345	7407	316	0.0455539599528881	8262500
20210917 030613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	348	TRUE	0.0764978391209594	0.381854370066337	6966	828	0.0485000188048408	8157500
20210917 030711	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	319	TRUE	0.0705480686795246	0.300568985381909	7817	233	0.0538306790252952	8018750
20210917 031013	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	827	TRUE	0.0121176621921081	0.36603022822924	4787	761	0.0451902940219597	8545000
20210917 031145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	546	TRUE	0.0292605981162237	0.913804089322872	1596	40	0.0452932856907878	8530000
20210917 031231	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	166	TRUE	0.042216900387588	0.229406816441938	2429	370	0.0464415587345426	8528750
