fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210905 173553	-0.138698609940559	2493	391	20	5	4383750
20210905 173649	-0.92625770543304	1590	412	14	5	4485000
20210905 173803	-0.494859897920435	2440	514	19	5	4421250
20210905 173921	-0.0149920435655511	1568	394	18	5	4386250
20210905 174043	-0.753719281627567	1579	384	15	5	4581250
20210905 174212	-0.875810927071797	1580	393	14	5	4386250
20210905 174354	-0.440174212548113	1531	382	17	5	4581250
20210905 174520	-0.815965568170328	1617	422	20	5	4417500
20210905 174645	-0.889953309857472	1587	372	11	5	4020000
20210905 174806	-0.999350603344521	2478	293	15	5	4157500
20210905 174850	-0.163579336590196	7995	1191	3	5	2432500
20210905 175002	-0.271469836096077	4222	1089	20	5	2582500
20210905 175117	-0.702979978052969	1743	299	13	5	4365000
20210905 175255	-0.999002032476948	1840	294	17	5	4295000
20210905 175329	-0.484282228298588	2059	1022	3	5	2741250
20210905 175443	-0.811711849456731	2477	384	12	5	4383750
20210905 175534	-0.999935916995127	2541	383	8	5	3753750
20210905 175627	-0.999038225931458	3982	1772	3	5	2196250
20210905 175752	-0.803278666921531	1621	287	15	5	4261250
20210905 175908	-0.999263157987536	7995	325	19	5	2432500
20210905 180040	-0.369827474403448	2272	550	18	5	4047500
20210905 180150	-0.999093854463571	7996	810	20	5	2432500
20210905 180257	-0.630912430999792	7992	1174	20	5	2432500
20210905 180331	-0.899638786540275	8000	1306	3	5	2432500
20210905 180441	-0.759809600715935	2476	413	9	5	4518750
20210905 180531	-0.0161751063539122	1422	626	6	5	4015000
20210905 180604	-0.0788038815211813	2370	128	3	5	2661250
20210905 180736	-0.437005401935513	1800	298	16	5	4295000
20210905 180810	0.0980519450525991	4001	2000	5	5	0
20210905 180937	-0.999999322795423	1802	272	13	5	4281250
20210905 181011	0.0991563743268267	7992	1085	20	5	0
20210905 181135	-0.998035527245723	1445	387	12	5	4581250
20210905 181248	-0.998802688904248	4117	711	19	5	2338750
20210905 181417	-0.0293012593861444	1522	388	15	5	4581250
20210905 181450	-0.58813418134095	2411	1	3	5	2432500
20210905 181623	-0.899439343165303	1452	384	20	5	4581250
20210905 181730	-0.786216785900733	2542	504	7	5	3746250
20210905 181857	-0.999649237524415	2454	1218	20	5	3527500
