fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210904 231518	-0.853361790629811	1418	549	6	5	4350000
20210904 231600	-0.936216107634213	1479	526	6	5	4371250
20210904 231634	-0.83073288278542	1392	695	6	5	3928750
20210904 231703	-0.913941211243697	1477	535	5	5	3325000
20210904 231736	-0.918616167833076	1040	519	6	5	4265000
20210904 231823	-0.96845398474135	1435	391	7	5	4391250
20210904 231856	-0.980973448759374	1400	406	6	5	4325000
20210904 231942	-0.957056361281406	1399	536	7	5	4433750
20210904 232018	-0.982119467774325	935	353	7	5	3947500
20210904 232116	-0.360556425501705	1578	402	10	5	4485000
20210904 232201	-0.0232488147891093	1601	392	10	5	4386250
20210904 232249	-0.236449963554503	1874	396	11	5	3913750
20210904 232336	-0.237230691758965	1459	412	10	5	4485000
20210904 232424	-0.277307821880476	1439	393	10	5	4386250
20210904 232510	-0.20461193368551	1575	419	10	5	4417500
20210904 232546	-0.106569193346309	1422	403	7	5	4242500
20210904 232632	-0.75920547913244	1609	405	10	5	4485000
20210904 232707	-0.999534359487137	1553	264	7	5	4288750
20210904 232734	0.0536217422946263	1503	277	7	5	0
20210904 232807	-0.135224281921336	1246	488	6	5	4432500
20210904 232853	-0.0170191467913466	1294	414	10	5	3946250
20210904 232926	-0.306003983604554	1454	436	6	5	4326250
20210904 233002	-0.247443495811314	1445	505	7	5	4341250
20210904 233058	-0.113301869907327	2487	399	10	5	4487500
20210904 233131	-0.23637553740867	1366	553	6	5	4356250
20210904 233216	-0.209217055475027	1789	404	10	5	4012500
20210904 233303	-0.315891235323677	897	445	10	5	3936250
20210904 233349	-0.573847469856363	1479	410	10	5	4485000
20210904 233415	0.0460201732750189	2578	395	11	5	0
20210904 233502	-0.167013164047129	929	463	10	5	3706250
20210904 233548	-0.0867209441869316	1606	420	10	5	4417500
20210904 233632	-0.605284360193414	1532	522	9	5	4276250
20210904 233712	-0.147162913106881	1529	430	8	5	4242500
20210904 233758	-0.495062455166331	1536	443	10	5	4425000
20210904 233841	-0.407400663433981	1403	415	9	5	4255000
20210904 233928	-0.049883710748218	1652	163	10	5	3680000
20210904 234015	-0.0361915293090335	1605	775	10	5	3623750
20210904 234103	-0.119893773518277	1589	442	10	5	4425000
20210904 234139	-0.197582903680723	1327	407	6	5	4325000
20210904 234224	-0.539312401222323	1565	489	9	5	4245000
20210904 234317	-0.395000237118459	1538	451	12	5	4257500
20210904 234401	-0.200234247939212	1014	498	9	5	3788750
20210904 234444	-0.137017153361116	2444	427	9	5	4376250
20210904 234513	-0.125561095645332	2490	468	5	5	3787500
20210904 234600	-0.259209054770155	1407	434	10	5	4238750
20210904 234633	-0.243999457550666	1094	315	6	5	3940000
20210904 234721	-0.37854185357299	1239	344	11	5	3571250
20210904 234804	-0.319149642626355	1544	490	9	5	4243750
20210904 234844	-0.366259034626165	2093	479	8	5	3708750
20210904 234932	-0.139973616798913	2423	329	10	5	4156250
20210904 235004	-0.862761303523046	1318	2	6	5	3790000
20210904 235050	-0.0483226268556412	1606	368	10	5	4098750
20210904 235137	-0.427161011999265	1719	464	10	5	4048750
20210904 235239	-0.525179876493997	1560	471	12	5	4251250
20210904 235331	-0.103533515310579	2310	460	9	5	3883750
20210904 235426	-0.122618470104842	2841	461	10	5	3533750
20210904 235528	-0.305696221942616	1566	411	12	5	4485000
20210904 235633	-0.093237810232463	1547	422	12	5	4417500
20210904 235719	-0.93602712162294	877	428	7	5	3968750
20210904 235831	-0.287476230974132	2500	402	10	5	4518750
20210904 235913	-0.871173407192832	1454	294	6	5	3837500
20210905 000019	-0.573465509909423	1633	657	14	5	4260000
20210905 000114	-0.293573547905041	1903	323	10	5	4380000
20210905 000212	-0.897350826921805	1129	476	10	5	3656250
20210905 000309	-0.307152486725151	1604	233	10	5	4320000
20210905 000410	-0.336070614081335	2324	480	12	5	3918750
20210905 000510	-0.570479011438114	1547	772	11	5	3623750
20210905 000620	-0.490397793625505	1588	377	14	5	4238750
20210905 000735	-0.574748869119595	1604	136	14	5	2766250
20210905 000820	-0.963902755427822	1617	500	7	5	4346250
20210905 000924	-0.499621963096407	1621	806	14	5	3531250
20210905 001005	-0.120416064960899	1437	572	6	5	4110000
20210905 001117	-0.315590392966254	1586	382	10	5	4581250
20210905 001211	-0.56764145117889	896	418	9	5	3748750
20210905 001306	-0.33013290697003	2390	307	10	5	3832500
20210905 001414	-0.351322902701078	1645	463	14	5	4112500
20210905 001456	-0.398474080909019	1486	421	6	5	4325000
20210905 001539	-0.273099334532512	2497	408	7	5	4440000
20210905 001646	-0.999927706572884	1607	29	12	5	3322500
20210905 001751	-0.57302562112591	2435	625	14	5	4101250
20210905 001853	-0.577591080699647	2023	672	17	5	3866250
20210905 001932	-0.77256455805209	2274	532	6	5	3835000
20210905 002041	-0.587715875141304	1914	455	14	5	3682500
20210905 002137	-0.300332047962467	1617	526	10	5	4290000
20210905 002224	-0.237358626445386	2524	375	8	5	3722500
20210905 002327	-0.0223808554342053	1604	481	12	5	4247500
20210905 002401	-0.280944359856142	2035	381	5	5	3330000
20210905 002453	-0.767879091873379	1590	490	9	5	4243750
20210905 002601	-0.484443684431258	1531	567	15	5	4147500
20210905 002646	-0.299091658439273	2608	523	7	5	3738750
20210905 002732	-0.481346424401683	1512	404	7	5	4422500
20210905 002830	-0.757919459191267	2095	506	11	5	3708750
20210905 002925	-0.168087907253005	1512	143	12	5	2862500
20210905 003004	-0.476080753443257	1505	24	8	5	3707500
20210905 003052	-0.64910266544681	1420	433	10	5	4238750
20210905 003124	-0.955365488464971	1167	5	6	5	3573750
20210905 003200	-0.574532955721801	2395	415	7	5	4043750
20210905 003245	-0.511736803116085	1609	361	9	5	4098750
20210905 003336	-0.46702792260269	1489	434	12	5	4418750
20210905 003424	-0.328960870213022	1596	394	11	5	4386250
20210905 003515	-0.283484833335071	2450	391	13	5	4383750
20210905 003548	-0.858624145371428	2675	526	6	5	3666250
20210905 003642	-0.141184724453989	2450	412	13	5	4518750
20210905 003733	-0.113818032791371	2476	455	13	5	4376250
20210905 003828	-0.150781857318085	2477	519	16	5	4442500
20210905 003923	-0.126228165281227	2427	420	15	5	4376250
20210905 004019	-0.145903059212351	1557	551	15	5	4352500
20210905 004110	-0.146509147742852	2461	823	15	5	3793750
20210905 004205	-0.215492816968312	1538	594	14	5	4315000
20210905 004259	-0.154798061224608	2411	571	14	5	4448750
20210905 004357	-0.202977820044258	1567	452	19	5	4257500
20210905 004439	-0.886337997993774	1968	540	9	5	3760000
20210905 004537	-0.0970311485483273	1543	443	18	5	4425000
20210905 004625	-0.270907542271528	2794	347	11	5	3605000
20210905 004722	-0.142090062003414	1994	573	18	5	3746250
20210905 004822	-0.100041920247387	920	439	17	5	3698750
20210905 004854	-0.6554299375161	2931	445	6	5	3433750
20210905 004952	-0.28997559889888	1598	412	17	5	4485000
20210905 005049	-0.290788985612504	2350	413	19	5	4193750
20210905 005147	-0.183587228297033	1557	424	16	5	4417500
20210905 005246	-0.396015797401102	1678	421	20	5	4006250
20210905 005341	-0.279522110196561	2491	553	16	5	4278750
20210905 005439	-0.469641858085879	2554	482	18	5	3746250
20210905 005532	-0.553854679433003	3312	649	16	5	3005000
20210905 005629	-0.103759697407893	1573	420	15	5	4417500
20210905 005717	-0.299843427850825	1602	396	10	5	4386250
20210905 005814	-0.311110887937517	1973	392	16	5	3852500
20210905 005912	-0.275737037367529	1452	539	19	5	4266250
20210905 010009	-0.234913685584445	1509	443	17	5	4425000
20210905 010107	-0.199926614787966	2474	416	17	5	4376250
20210905 010159	-0.316326298426172	1503	568	12	5	4147500
20210905 010251	-0.314631307995296	1469	319	11	5	4091250
20210905 010344	-0.278663273065181	1663	420	13	5	4006250
20210905 010435	-0.183973360085773	2458	536	13	5	4282500
20210905 010535	-0.288235953564797	865	431	18	5	3342500
20210905 010633	-0.575199952729269	1321	540	19	5	4211250
20210905 010730	-0.942875320247343	1607	536	18	5	4375000
20210905 010816	-0.189879272058104	1454	671	10	5	4048750
20210905 010853	-0.342096842014953	1726	388	7	5	4057500
20210905 010943	-0.93714867286928	1621	574	10	5	4108750
20210905 011013	-0.713166999709981	1075	534	5	5	3297500
20210905 011033	-0.802508024347366	2413	502	3	5	2661250
20210905 011117	-0.489763261990043	972	425	9	5	3721250
20210905 011217	-0.476257164301314	1473	440	19	5	4425000
20210905 011315	-0.0768244248600093	1494	399	18	5	4453750
20210905 011414	-0.450662484600331	1578	426	20	5	4417500
20210905 011512	-0.861779021118178	1555	482	17	5	4247500
20210905 011533	-0.841428842817961	1574	407	3	5	2661250
20210905 011633	-0.765799805318296	1576	517	20	5	4355000
20210905 011733	-0.701117994489756	1580	541	18	5	4266250
20210905 011835	-0.980332297823374	1560	409	19	5	4485000
20210905 011936	-0.666466094795176	1562	408	20	5	4485000
20210905 012037	-0.851272666922166	1557	407	20	5	4485000
20210905 012134	-0.999011065963041	1582	405	15	5	4485000
20210905 012220	-0.31804773632222	1920	182	10	5	3565000
20210905 012320	-0.572433643407342	1572	494	20	5	4242500
20210905 012420	-0.765465308506631	1566	408	19	5	4485000
20210905 012517	-0.972185877009513	1487	466	16	5	4257500
20210905 012551	-0.353386623677753	2481	423	6	5	4230000
20210905 012648	-0.999819452199742	1901	479	18	5	3903750
20210905 012748	-0.922693263691426	1514	344	20	5	4023750
20210905 012846	-0.317065933278809	1504	409	15	5	4485000
20210905 012932	-0.276401918722569	2298	428	10	5	3883750
20210905 013012	-0.998801348537833	8000	2000	10	5	2432500
20210905 013101	-0.776714599105856	2974	305	11	5	3605000
20210905 013157	-0.845765648097303	1403	677	19	5	4035000
20210905 013255	-0.146054766098126	3681	376	20	5	2582500
20210905 013406	-0.999418127625923	7998	4	20	5	2118750
20210905 013453	-0.147380912381518	2480	407	10	5	4518750
20210905 013533	-0.364563624047948	1397	528	7	5	4348750
20210905 013627	-0.13626404900077	2482	670	14	5	4238750
20210905 013731	-0.560359283446488	1533	405	18	5	4485000
20210905 013825	-0.999275810925998	1576	395	12	5	4386250
20210905 013925	-0.930709450982909	1600	419	18	5	4417500
20210905 014033	-0.850787844880414	1078	534	19	5	4021250
20210905 014142	-0.231311276902497	1506	719	16	5	4171250
20210905 014248	-0.31394928488263	2522	412	12	5	3857500
20210905 014403	-0.303998326726867	1552	387	20	5	4581250
20210905 014447	-0.471610700156295	2609	423	7	5	3668750
20210905 014602	-0.93896444970536	1269	433	20	5	4103750
20210905 014719	-0.303355875035683	1521	378	18	5	4238750
20210905 014834	-0.0198030492834946	1541	415	17	5	4435000
20210905 014951	-0.298135213658574	1509	425	20	5	4417500
20210905 015106	-0.515443571224534	1468	393	20	5	4386250
20210905 015226	-0.14020346851792	1564	382	20	5	4581250
20210905 015339	-0.564871945374099	1473	421	16	5	4417500
20210905 015452	-0.292220973708878	1560	532	16	5	4290000
20210905 015606	-0.0325209339521189	1559	355	20	5	4056250
20210905 015718	-0.106185680083592	1418	618	17	5	4085000
20210905 015830	-0.544326474115976	1514	556	18	5	4355000
20210905 015937	-0.355176016801831	2296	681	14	5	3833750
20210905 020054	-0.253674274943265	1578	385	20	5	4581250
20210905 020205	-0.579082396246909	1425	680	17	5	3985000
20210905 020313	-0.199378597314007	2422	473	14	5	4411250
20210905 020427	-0.131373431496295	1372	458	20	5	4077500
20210905 020540	-0.677707019899282	1040	471	20	5	3826250
20210905 020654	-0.953936843907131	1572	494	20	5	4242500
20210905 020822	-0.279111015619605	1639	126	20	5	3003750
20210905 020905	-0.312373641638089	855	408	6	5	4492500
20210905 021018	-0.110938562916432	1571	404	17	5	4485000
20210905 021126	-0.128952204668635	1574	694	14	5	4110000
20210905 021234	-0.214572952818125	1514	391	12	5	4581250
20210905 021319	-0.319657920540552	1089	421	6	5	4393750
20210905 021432	-0.2984428665336	1571	662	20	5	4032500
20210905 021543	-0.16849018883214	2437	632	17	5	4101250
20210905 021642	-0.558406997768195	2423	562	10	5	4503750
20210905 021740	-0.55180582432107	2343	658	10	5	4007500
20210905 021838	-0.636858090319469	2459	515	10	5	4442500
20210905 021949	-0.474478341174258	1936	443	15	5	3770000
20210905 022058	-0.938301624982077	1593	701	15	5	4116250
20210905 022137	-0.221216356499565	893	445	5	5	3261250
20210905 022226	-0.35539819326581	787	360	7	5	3867500
20210905 022338	-0.0423165261742242	1511	488	16	5	4245000
20210905 022452	-0.997296031982038	1494	389	17	5	4581250
20210905 022608	-0.784846380663018	1434	418	20	5	4237500
20210905 022724	-0.999614689056759	1194	394	17	5	3983750
20210905 022839	-0.525818385857511	1545	418	17	5	4417500
20210905 022937	-0.547751007585786	2423	502	10	5	4411250
20210905 023051	-0.617544681460068	1575	412	19	5	4485000
20210905 023204	-0.849611605320929	1668	582	19	5	3780000
20210905 023303	-0.999312728406965	1543	389	10	5	4581250
20210905 023401	-0.176112011490477	1446	524	10	5	4276250
20210905 023501	-0.464175785325831	1532	533	10	5	4290000
20210905 023616	-0.999771050069511	1571	405	17	5	4485000
20210905 023658	-0.378948071271482	4109	345	6	5	2272500
20210905 023756	-0.688404665342835	2495	409	10	5	4518750
20210905 023855	-0.789747213796217	2484	391	10	5	4383750
20210905 023953	-0.725159814635929	2585	551	10	5	3758750
20210905 024106	-0.999401410935852	1507	353	15	5	4032500
20210905 024203	-0.999534584866267	2462	398	10	5	4487500
20210905 024316	-0.850904172039015	1515	391	18	5	4581250
20210905 024422	-0.981474564414684	2427	389	15	5	4383750
20210905 024532	-0.843053823360281	2403	385	19	5	4383750
20210905 024640	-0.730229613191292	2423	385	17	5	4383750
20210905 024748	-0.845441580625641	2350	397	15	5	4162500
20210905 024837	-0.48151285798864	2504	562	8	5	4236250
20210905 024949	-0.683672389208505	2316	391	20	5	3891250
20210905 025059	-0.922979383801597	2579	393	18	5	3753750
20210905 025159	-0.996039630011347	2392	323	11	5	3831250
20210905 025305	-0.99993776600823	2391	511	14	5	4096250
20210905 025351	-0.463759952243949	1864	591	7	5	3956250
20210905 025501	-0.151487697353315	2387	388	20	5	4058750
20210905 025529	-0.999798080616447	6475	2	4	5	2420000
20210905 025636	-0.85306247767411	1584	388	19	5	4581250
20210905 025724	-0.135726777017679	1534	400	10	5	4485000
20210905 025826	-0.339084751402059	1970	376	17	5	4062500
20210905 025905	-0.990224075506373	1545	154	7	5	3883750
20210905 030006	-0.186391180361853	1553	395	20	5	4386250
20210905 030108	-0.264789749382849	2437	351	17	5	4195000
20210905 030148	-0.993846294532145	2444	426	7	5	4368750
20210905 030245	-0.998218581896525	2154	404	14	5	4161250
20210905 030334	-0.433166110999603	2412	557	10	5	4546250
20210905 030435	-0.691408426761531	1559	389	17	5	4581250
20210905 030457	-0.497845368617175	7998	1937	3	5	2432500
20210905 030519	-0.286803512840065	6512	1	3	5	2432500
20210905 030607	-0.953954441119967	2422	434	10	5	4376250
20210905 030703	-0.462693230034367	2363	550	14	5	4215000
20210905 030806	-0.719389151881284	1568	391	18	5	4581250
20210905 030847	-0.335561134213976	1461	379	7	5	4391250
20210905 030948	-0.730491137362365	1567	389	15	5	4581250
20210905 031034	-0.998269788831722	4275	2000	20	5	2222500
20210905 031137	-0.974522174013691	1471	396	18	5	4386250
20210905 031229	-0.760737067549186	1793	348	11	5	4216250
20210905 031332	-0.827696777416856	1541	389	16	5	4581250
20210905 031434	-0.760695728193056	1623	382	17	5	4581250
20210905 031530	-0.349170937522958	1249	393	12	5	3953750
20210905 031635	-0.810155581088023	2045	370	18	5	4062500
20210905 031724	-0.318433783630302	1557	372	10	5	4020000
20210905 031830	-0.836624848310145	1373	232	19	5	4185000
20210905 031928	-0.994496671503278	1610	540	17	5	4266250
20210905 032025	-0.631468950616586	1688	555	16	5	3981250
20210905 032125	-0.33194742275459	1571	507	20	5	4371250
20210905 032218	-0.695305438492086	2569	396	14	5	3753750
20210905 032315	-0.313692417660297	1631	445	15	5	4280000
20210905 032419	-0.413481951429365	1757	244	16	5	4168750
20210905 032508	-0.669847399636234	1639	242	10	5	4277500
20210905 032603	-0.945329677876904	1716	231	12	5	4168750
20210905 032658	-0.108979354975953	1606	384	12	5	4581250
20210905 032742	-0.26337383154632	1193	418	6	5	4393750
20210905 032841	-0.564376081057606	1594	384	11	5	4581250
20210905 032930	-0.0473674812927828	7998	1205	19	5	2432500
20210905 032952	-0.999549636040592	7998	1419	3	5	2432500
20210905 033039	-0.0177710573343886	3054	1527	20	5	2948750
20210905 033102	-0.808409577884948	8000	238	4	5	2432500
20210905 033150	-0.310500234071759	1771	250	11	5	4215000
20210905 033210	0.0992294441680238	7992	2000	20	5	0
20210905 033308	-0.458626341972738	1921	321	18	5	4155000
20210905 033351	-0.221038406506263	2393	394	10	5	4058750
20210905 033437	-0.267939493616315	2412	605	11	5	4381250
20210905 033532	-0.329608309069835	1364	422	16	5	4028750
20210905 033626	-0.847826896137084	2499	416	15	5	4376250
20210905 033716	-0.240797624372484	1478	387	12	5	4581250
20210905 033753	-0.905939019213266	1503	445	7	5	4358750
20210905 033831	-0.998367789405156	1746	528	8	5	3907500
20210905 033913	-0.993723389123226	7997	1508	20	5	2432500
20210905 033947	-0.314481337458665	1621	487	7	5	4225000
20210905 034029	-0.488054995736528	2490	413	9	5	4518750
20210905 034121	-0.305322679900997	1195	540	13	5	4033750
20210905 034154	-0.439465636806038	1263	435	6	5	4493750
20210905 034237	-0.998683746492712	1593	233	9	5	4331250
20210905 034309	-0.948740057790348	1040	387	6	5	4335000
20210905 034355	-0.902175732255198	1579	388	10	5	4581250
20210905 034451	-0.0204913495877079	1624	528	18	5	4290000
20210905 034547	-0.74711207803498	1761	380	17	5	4123750
20210905 034633	-0.750156554438504	1584	387	10	5	4581250
20210905 034723	-0.854259190662907	1885	290	12	5	4381250
20210905 034800	-0.0779181405515754	1297	562	7	5	4263750
20210905 034840	-0.0518883807357748	843	399	8	5	3990000
20210905 034930	-0.871673989946674	1977	324	12	5	4153750
20210905 035026	-0.907522746488285	1499	534	20	5	4355000
20210905 035106	-0.916288136483358	1840	304	8	5	4158750
20210905 035140	-0.882067820599346	1238	391	6	5	4338750
20210905 035239	-0.627683527261883	1564	383	20	5	4581250
20210905 035335	-0.590022932946183	2412	497	18	5	4411250
20210905 035429	-0.0757839664519228	2414	504	18	5	4411250
20210905 035520	-0.334247255444827	1670	232	12	5	4090000
20210905 035617	-0.957632191930463	1813	273	16	5	4281250
20210905 035654	-0.0240600853287762	1725	530	7	5	4027500
20210905 035745	-0.639182921377097	1586	410	12	5	4485000
20210905 035837	-0.36039468417765	1838	305	13	5	4295000
20210905 035917	-0.984902683715134	2514	432	8	5	4196250
20210905 035959	-0.987488414352235	2238	422	8	5	3883750
20210905 040052	-0.832483932388102	1036	515	13	5	4011250
20210905 040142	-0.121974917013221	1519	408	12	5	4485000
20210905 040209	0.0523928422363292	1516	590	18	5	0
20210905 040304	-0.221983635395611	1326	627	15	5	3606250
20210905 040400	-0.105125631403303	1661	517	19	5	4040000
20210905 040500	-0.757618478862739	1906	262	17	5	4097500
20210905 040546	-0.469766586328987	2444	386	10	5	4383750
20210905 040646	-0.770695149705794	2428	465	18	5	4376250
20210905 040736	-0.161712874405683	1751	619	12	5	3592500
20210905 040821	-0.532035764974277	1843	286	10	5	4295000
20210905 040913	-0.295591092811066	2423	591	14	5	4260000
20210905 040957	-0.202976918717276	2419	726	10	5	4033750
20210905 041047	-0.132025496028276	1984	990	17	5	2656250
20210905 041146	-0.774374916241611	1486	384	17	5	4581250
20210905 041240	-0.63048731765406	2405	527	20	5	4442500
20210905 041331	-0.150027782783295	2188	748	20	5	3866250
20210905 041428	-0.998724445435144	2397	428	19	5	4051250
20210905 041512	-0.81213616123957	1776	259	9	5	4213750
20210905 041611	-0.781385165458859	2434	344	18	5	4197500
20210905 041646	-0.322144211793816	1184	384	6	5	4335000
20210905 041747	-0.605629103420117	1584	273	19	5	4196250
20210905 041832	-0.613133557377169	4424	1433	20	5	2458750
20210905 041924	-0.762295409149306	1366	672	13	5	4022500
20210905 042010	-0.552555261176416	2351	532	10	5	4117500
20210905 042040	-0.991945968987513	7999	1051	6	5	2432500
20210905 042126	-0.416121494228287	2395	582	10	5	4126250
20210905 042205	-0.52678360467677	1591	557	7	5	4333750
20210905 042243	-0.0810546160120185	1270	529	7	5	4446250
20210905 042328	-0.450469523553754	1579	386	9	5	4581250
20210905 042413	-0.785794106223827	6583	1279	17	5	1946250
20210905 042434	0.0983633876287713	3712	1854	3	5	0
20210905 042519	-0.386685012811657	599	245	9	5	3696250
20210905 042551	-0.993344377664312	4997	663	6	5	2130000
20210905 042612	0.0899773627509281	7995	1507	3	5	0
20210905 042653	-0.455771225753813	1429	702	8	5	4115000
20210905 042750	-0.838051470718603	2503	507	19	5	4237500
20210905 042837	-0.438887158928009	1577	255	10	5	4198750
20210905 042926	-0.737866291377506	2452	431	11	5	4376250
20210905 043024	-0.91268923857606	1552	384	17	5	4581250
20210905 043108	-0.999431806118827	5234	1639	20	5	2185000
20210905 043209	-0.998588730951082	1356	253	16	5	4128750
20210905 043258	-0.104248910921022	3942	774	15	5	2463750
20210905 043355	-0.187335994005935	2437	471	18	5	4411250
20210905 043442	-0.252493506620278	2430	561	10	5	4503750
20210905 043544	-0.263201199007154	1928	310	20	5	4155000
20210905 043632	-0.63328712705958	1949	320	10	5	4155000
20210905 043719	-0.646772594652332	2460	473	10	5	4411250
20210905 043758	-0.800848621128209	1618	563	7	5	4130000
20210905 043835	-0.99905972240775	3368	1052	7	5	2668750
20210905 043917	-0.593391031869473	1593	667	8	5	4056250
20210905 044015	-0.700589922330927	2421	508	17	5	4421250
20210905 044106	-0.929471303005895	7993	481	20	5	2432500
20210905 044129	-0.999593346477801	3024	1478	3	5	2745000
20210905 044229	-0.746529189505527	1545	385	17	5	4581250
20210905 044326	-0.44874546739891	1577	544	20	5	4347500
20210905 044421	-0.128916475483834	3183	224	15	5	3245000
20210905 044443	0.0999492401790762	7999	140	20	5	0
20210905 044540	-0.545433668963771	1566	612	20	5	4218750
20210905 044631	-0.261121050097069	1474	613	11	5	4218750
20210905 044653	-0.999899255689955	7388	1776	3	5	2432500
20210905 044716	-0.998743971240797	4637	1252	3	5	2722500
20210905 044747	-0.0540834100313409	1879	1	6	5	4051250
20210905 044808	-0.997361044461777	6790	423	3	5	2432500
20210905 044856	-0.316095264407509	1679	724	10	5	3592500
20210905 044934	-0.51339335436773	1404	597	7	5	4203750
20210905 044956	0.099531349318432	4065	1288	20	5	0
20210905 045038	-0.0605467038382142	1916	65	8	5	3533750
20210905 045118	-0.995306331066439	1421	482	7	5	4046250
20210905 045208	-0.214389547045809	1550	385	11	5	4581250
20210905 045319	-0.798948872936573	5062	1	20	5	1256250
20210905 045408	-0.300427997076837	871	299	11	5	3835000
20210905 045430	-0.998409308748195	5867	1473	3	5	2432500
20210905 045452	-0.346304315805037	6891	1102	3	5	2432500
20210905 045547	-0.587440397449607	2434	562	18	5	4503750
20210905 045630	-0.945973124916029	1081	241	8	5	4131250
20210905 045723	-0.951789816864859	2259	653	13	5	3752500
20210905 045813	-0.998458250793423	1913	956	20	5	2771250
20210905 045910	-0.814519081702164	1628	276	15	5	4335000
20210905 045931	-0.241555065060701	7997	492	3	5	2432500
20210905 050024	-0.104867919549007	2611	749	15	5	3732500
20210905 050045	-0.275485311054692	5959	560	3	5	2432500
20210905 050146	-0.682099487143466	1082	249	16	5	3942500
20210905 050231	-0.488281625801623	7999	967	20	5	2432500
20210905 050253	-0.554279339168712	4521	1563	3	5	2652500
20210905 050338	-0.999270459847139	3552	1534	20	5	2651250
20210905 050400	-0.0606855488499243	4676	1	3	5	2432500
20210905 050456	-0.940520224326393	2267	551	20	5	4047500
20210905 050554	-0.788410208178322	1572	382	17	5	4581250
20210905 050642	-0.956385348487337	3701	846	20	5	2438750
20210905 050735	-0.13369926010291	1409	689	19	5	3987500
20210905 050810	-0.376054449678562	1299	465	6	5	4165000
20210905 050909	-0.0678406926091207	1608	384	19	5	4581250
20210905 050948	-0.861343545248404	1234	559	7	5	4386250
20210905 051014	-0.330940111698588	1105	492	4	5	3475000
20210905 051115	-0.998356951636018	1632	381	19	5	4341250
20210905 051137	0.0830725751870144	7999	999	3	5	0
20210905 051225	-0.924725822153106	2444	412	11	5	4518750
20210905 051247	-0.630669933069128	6160	867	3	5	2432500
20210905 051335	-0.765780260106848	6297	597	20	5	2278750
20210905 051406	-0.304010169079533	1836	2	5	5	3688750
20210905 051459	-0.130577524351647	2454	496	14	5	4411250
20210905 051545	-0.472165935369739	2917	1458	13	5	2860000
20210905 051607	-0.988735723891052	2341	1167	3	5	2662500
20210905 051700	-0.0738098358116839	2439	533	17	5	4442500
20210905 051757	-0.282114398355545	2496	382	18	5	4383750
20210905 051849	-0.153634179019475	2100	784	14	5	3486250
