fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211120 000847	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	187049	70.767970792409	0.912864599753681	187049	3	207	4562	0.0381779685839338	6347500	5197500	3865	0.0323449909199702	6668750	5368750	50
20211120 000951	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	205151	70.767970792409	0.912864599753681	205151	4	92	4570	0.038244918112358	6387500	5387500	4132	0.0345794314311299	6735000	5535000	50
20211120 001052	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	813697	70.767970792409	0.912864599753681	813697	5	74	4929	0.0412492782003967	6438750	6038750	4516	0.0377930087954943	6805000	5555000	50
20211120 001153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	344719	70.767970792409	0.912864599753681	344719	6	74	4952	0.0414417580946164	6460000	5460000	4827	0.0403956717129874	6666250	5816250	50
20211120 001254	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	127217	70.767970792409	0.912864599753681	127217	7	68	3747	0.0313574853757124	6566250	5166250	4221	0.0353242449348497	6623750	5723750	50
20211120 001351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	464371	70.767970792409	0.912864599753681	464371	8	53	5201	0.0435255621668215	6748750	5448750	5027	0.0420694099235938	6816250	5866250	50
20211120 001452	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	645137	70.767970792409	0.912864599753681	645137	9	63	3568	0.0298594896772196	6490000	5140000	4641	0.0388390951771233	6748750	5948750	50
20211120 001611	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	221	TRUE	0.184250350141935	0.624385840442032	181	1083	480803	70.767970792409	0.912864599753681	480803	10	188	4149	0.0347216991790314	6713750	5163750	4748	0.0397345451197978	6765000	5715000	50
20211120 001753	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	378821	42.057138521038	0.694249953537956	378821	1	641	4417	0.0369645083812441	6678750	6128750	4417	0.0369645083812441	6678750	6128750	51
20211120 002019	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	964333	42.057138521038	0.694249953537956	964333	2	1135	3841	0.0321441423346974	6598750	5848750	4294	0.0359351593817211	6532500	5982500	51
20211120 002245	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	187049	42.057138521038	0.694249953537956	187049	3	1140	3534	0.0295749541814165	6782500	5732500	5134	0.0429648598662683	6532500	5932500	51
20211120 002426	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	205151	42.057138521038	0.694249953537956	205151	4	696	5456	0.0456595783853447	6680000	5980000	5246	0.0439021532642079	6542500	5942500	51
20211120 002705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	813697	42.057138521038	0.694249953537956	813697	5	1248	5201	0.0435255621668215	6948750	5748750	5376	0.0449900831011022	6580000	5980000	51
20211120 002918	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	344719	42.057138521038	0.694249953537956	344719	6	994	3681	0.0308051517662122	6648750	5598750	5279	0.044178320068958	6601250	6051250	51
20211120 003123	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	127217	42.057138521038	0.694249953537956	127217	7	913	5035	0.0421363594520181	6656250	5856250	5303	0.0443791686542308	6621250	6021250	51
20211120 003254	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	464371	42.057138521038	0.694249953537956	464371	8	567	5052	0.0422786271999197	6935000	5985000	5259	0.0440109462478974	6676250	5926250	51
20211120 003520	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	645137	42.057138521038	0.694249953537956	645137	9	1143	3958	0.0331232791879022	6552500	5652500	5271	0.0441113705405338	6611250	5961250	51
20211120 003833	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	480803	42.057138521038	0.694249953537956	480803	10	1608	4495	0.0376172662833806	6781250	5881250	5291	0.0442787443615944	6586250	5886250	51
20211120 003934	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	378821	49.9420690272376	0.0759345916428883	378821	1	531	4977	0.0416509753709422	6728750	5678750	4977	0.0416509753709422	6728750	5678750	52
20211120 004042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	964333	49.9420690272376	0.0759345916428883	964333	2	721	4670	0.0390817872176613	6762500	5612500	4514	0.0377762714133882	6707500	5807500	52
20211120 004144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	187049	49.9420690272376	0.0759345916428883	187049	3	612	4717	0.0394751156971538	6603750	5803750	4375	0.0366130233570167	6581250	5881250	52
20211120 004249	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	205151	49.9420690272376	0.0759345916428883	205151	4	678	4332	0.0362531696417363	6535000	5835000	4096	0.0342781585532207	6530000	5830000	52
20211120 004410	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	813697	49.9420690272376	0.0759345916428883	813697	5	888	4830	0.0404207777861465	6362500	5562500	4424	0.0370230892186153	6620000	5920000	52
20211120 004508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	344719	49.9420690272376	0.0759345916428883	344719	6	565	3385	0.0283280192145147	6268750	5418750	3962	0.0331567539521143	6497500	5847500	52
20211120 004608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	127217	49.9420690272376	0.0759345916428883	127217	7	587	5351	0.0447808658247763	6461250	5661250	4334	0.0362699070238424	6432500	5832500	52
20211120 004712	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	464371	49.9420690272376	0.0759345916428883	464371	8	649	5251	0.0439439967194731	6486250	5836250	4634	0.0387805143397521	6507500	5707500	52
20211120 004838	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	645137	49.9420690272376	0.0759345916428883	645137	9	972	3925	0.0328471123831522	6643750	6043750	4696	0.0392993731850401	6530000	5730000	52
20211120 004950	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	233	TRUE	0.120859508982273	0.332369927852275	1444	11	480803	49.9420690272376	0.0759345916428883	480803	10	774	4238	0.0354665126827513	7102500	6152500	4418	0.0369728770722971	6577500	5727500	52
20211120 005553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	378821	94.3951280958392	0.463187812016709	378821	1	538	4015	0.0336002945779251	6531250	5481250	4015	0.0336002945779251	6531250	5481250	53
20211120 010123	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	964333	94.3951280958392	0.463187812016709	964333	2	405	4590	0.0384122919334187	6762500	5762500	3701	0.0309725255872729	6423750	5523750	53
20211120 010842	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	187049	94.3951280958392	0.463187812016709	187049	3	1012	5004	0.0418769300293741	6395000	5595000	4533	0.0379352765433958	6433750	5733750	53
20211120 011814	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	205151	94.3951280958392	0.463187812016709	205151	4	2065	4574	0.0382783928765702	6682500	5632500	4468	0.0373913116249487	6565000	5765000	53
20211120 012259	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	813697	94.3951280958392	0.463187812016709	813697	5	260	4733	0.0396090147540023	6683750	5633750	4423	0.0370147205275623	6621250	5671250	53
20211120 012725	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	344719	94.3951280958392	0.463187812016709	344719	6	214	3709	0.0310394751156972	6563750	5563750	4170	0.0348974416911451	6587500	5637500	53
20211120 013355	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	127217	94.3951280958392	0.463187812016709	127217	7	687	3804	0.0318345007657352	6645000	5495000	4436	0.0371235135112517	6655000	5555000	53
20211120 013848	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	464371	94.3951280958392	0.463187812016709	464371	8	284	4492	0.0375921602102215	6485000	5535000	4309	0.0360606897475166	6563750	5513750	53
20211120 014410	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	645137	94.3951280958392	0.463187812016709	645137	9	389	5410	0.0452746185969053	6487500	5587500	4316	0.0361192705848878	6505000	5455000	53
20211120 014842	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	480803	94.3951280958392	0.463187812016709	480803	10	218	4282	0.0358347350890847	6397500	5697500	4343	0.0363452252433197	6521250	5521250	53
20211120 014922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	378821	36.7885369541682	0.113712012882859	378821	1	567	5304	0.0443875373452838	6320000	6220000	5304	0.0443875373452838	6320000	6220000	54
20211120 014951	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	964333	36.7885369541682	0.113712012882859	964333	2	419	4288	0.0358849472354029	6290000	5840000	6192	0.0518189350003766	6110000	5860000	54
20211120 015026	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	187049	36.7885369541682	0.113712012882859	187049	3	568	4035	0.0337676683989857	6256250	5856250	5519	0.0461868059216858	6251250	6001250	54
20211120 015106	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	205151	36.7885369541682	0.113712012882859	205151	4	649	4991	0.0417681370456847	6411250	5761250	5514	0.0461449624664206	6207500	5807500	54
20211120 015157	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	813697	36.7885369541682	0.113712012882859	813697	5	892	4409	0.0368975588528198	6388750	5938750	4871	0.0407638941193208	6211250	5861250	54
20211120 015317	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	344719	36.7885369541682	0.113712012882859	344719	6	1644	4835	0.0404626212414116	6606250	5606250	4443	0.0371820943486229	6246250	5896250	54
20211120 015409	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	127217	36.7885369541682	0.113712012882859	127217	7	970	4127	0.0345375879758647	6441250	6041250	5535	0.0463207049785343	6281250	5931250	54
20211120 015450	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	464371	36.7885369541682	0.113712012882859	464371	8	752	4874	0.0407890001924799	6257500	6107500	5317	0.0444963303289732	6253750	6003750	54
20211120 015550	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	645137	36.7885369541682	0.113712012882859	645137	9	1064	4530	0.0379101704702368	6637500	5937500	5597	0.0468395638238223	6253750	5803750	54
20211120 015618	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132619270358612	0.950628323725401	5283	5	480803	36.7885369541682	0.113712012882859	480803	10	388	4382	0.036671604194388	6272500	5822500	5318	0.0445046990200263	6252500	5902500	54
20211120 015757	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	378821	35.5964036242478	0.381896020148576	378821	1	1254	4472	0.0374247863891609	6660000	5760000	4472	0.0374247863891609	6660000	5760000	55
20211120 015907	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	964333	35.5964036242478	0.381896020148576	964333	2	841	4887	0.0408977931761693	6491250	6341250	4270	0.0357343107964483	6562500	6162500	55
20211120 020009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	187049	35.5964036242478	0.381896020148576	187049	3	719	4222	0.0353326136259028	6422500	5772500	4357	0.0364623869180621	6503750	6053750	55
20211120 020057	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	205151	35.5964036242478	0.381896020148576	205151	4	485	5141	0.0430234407036395	6323750	5473750	4195	0.0351066589674709	6306250	5906250	55
20211120 020139	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	813697	35.5964036242478	0.381896020148576	813697	5	388	4210	0.0352321893332664	6487500	5787500	3582	0.029976651351962	6322500	5972500	55
20211120 020252	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	344719	35.5964036242478	0.381896020148576	344719	6	875	4374	0.0366046546659637	6732500	5782500	4297	0.0359602654548802	6378750	5878750	55
20211120 020327	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	127217	35.5964036242478	0.381896020148576	127217	7	280	3858	0.032286410082599	6227500	5827500	3848	0.0322027231720687	6340000	5840000	55
20211120 020410	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	464371	35.5964036242478	0.381896020148576	464371	8	422	4694	0.0392826358029341	6382500	5782500	4296	0.0359518967638272	6330000	5930000	55
20211120 020518	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	645137	35.5964036242478	0.381896020148576	645137	9	793	4148	0.0347133304879784	6465000	5815000	3830	0.0320520867331141	6362500	5812500	55
20211120 020635	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.112139656749936	0.202309902985441	5934	14	480803	35.5964036242478	0.381896020148576	480803	10	939	4332	0.0362531696417363	6785000	5685000	3999	0.0334663955210765	6351250	5751250	55
20211120 020727	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	378821	82.1248164601438	0.191117319201853	378821	1	177	4415	0.036947770999138	6531250	5581250	4415	0.036947770999138	6531250	5581250	56
20211120 020759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	964333	82.1248164601438	0.191117319201853	964333	2	56	4085	0.0341861029516373	6493750	5543750	4376	0.0366213920480698	6580000	5780000	56
20211120 020905	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	187049	82.1248164601438	0.191117319201853	187049	3	348	4226	0.0353660883901149	6267500	5267500	4466	0.0373745742428427	6417500	5517500	56
20211120 021012	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	205151	82.1248164601438	0.191117319201853	205151	4	349	4860	0.0406718385177374	6225000	5475000	4341	0.0363284878612136	6523750	5423750	56
20211120 021054	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	813697	82.1248164601438	0.191117319201853	813697	5	141	4595	0.0384541353886839	6456250	4756250	4226	0.0353660883901149	6467500	5517500	56
20211120 021136	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	344719	82.1248164601438	0.191117319201853	344719	6	141	4389	0.0367301850317592	6413750	5313750	4478	0.0374749985354791	6602500	5702500	56
20211120 021243	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	127217	82.1248164601438	0.191117319201853	127217	7	341	4446	0.037207200421782	6592500	5692500	4578	0.0383118676407823	6677500	5727500	56
20211120 021334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	464371	82.1248164601438	0.191117319201853	464371	8	216	5001	0.041851823956215	6248750	5798750	4475	0.03744989246232	6656250	5756250	56
20211120 021508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	645137	82.1248164601438	0.191117319201853	645137	9	627	4655	0.0389562568518658	6431250	5831250	4698	0.0393161105671462	6627500	5877500	56
20211120 021607	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	235	TRUE	0.113855594904837	0.186227636905201	58	707	480803	82.1248164601438	0.191117319201853	480803	10	283	4554	0.0381110190555095	6507500	5657500	4435	0.0371151448201987	6706250	5756250	56
20211120 021716	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	378821	43.6390929350629	0.430818459506715	378821	1	691	4968	0.0415756571514649	6740000	6040000	4968	0.0415756571514649	6740000	6040000	57
20211120 021843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	964333	43.6390929350629	0.430818459506715	964333	2	951	4407	0.0368808214707138	6591250	5991250	4605	0.0385378222992142	6743750	6043750	57
20211120 021954	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	187049	43.6390929350629	0.430818459506715	187049	3	753	4602	0.0385127162260551	6647500	5947500	4496	0.0376256349744336	6780000	5930000	57
20211120 022035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	205151	43.6390929350629	0.430818459506715	205151	4	290	5467	0.0457516339869281	6366250	6366250	4680	0.0391654741281916	6700000	5950000	57
20211120 022150	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	813697	43.6390929350629	0.430818459506715	813697	5	794	4970	0.041592394533571	6737500	5887500	4664	0.0390315750713431	6620000	5920000	57
20211120 022307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	344719	43.6390929350629	0.430818459506715	344719	6	799	5322	0.0445381737842384	6647500	6047500	4605	0.0385378222992142	6693750	5993750	57
20211120 022454	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	127217	43.6390929350629	0.430818459506715	127217	7	1259	4104	0.0343451080816449	6720000	5820000	4611	0.0385880344455324	6736250	5886250	57
20211120 022652	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	464371	43.6390929350629	0.430818459506715	464371	8	1439	4098	0.0342948959353268	6877500	6277500	4609	0.0385712970634263	6788750	5838750	57
20211120 022739	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	645137	43.6390929350629	0.430818459506715	645137	9	376	5575	0.0466554526206556	6681250	6131250	4439	0.0371486195844108	6751250	5951250	57
20211120 022852	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	304	TRUE	0.038224068785687	0.821645190026774	2696	34	480803	43.6390929350629	0.430818459506715	480803	10	773	4486	0.0375419480639033	6692500	6092500	4584	0.0383620797871005	6770000	5970000	57
20211120 023114	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	378821	69.6768101063929	0.816332533551019	378821	1	510	4909	0.041081904379336	6813750	5363750	4909	0.041081904379336	6813750	5363750	58
20211120 023228	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	964333	69.6768101063929	0.816332533551019	964333	2	147	4840	0.0405044646966768	6650000	5750000	5182	0.0433665570368139	6572500	5722500	58
20211120 023326	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	187049	69.6768101063929	0.816332533551019	187049	3	73	5228	0.0437515168252534	6765000	5465000	4957	0.0414836015498816	6603750	5853750	58
20211120 023451	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	205151	69.6768101063929	0.816332533551019	205151	4	211	3180	0.026612437548643	6425000	5675000	4264	0.0356840986501301	6620000	5770000	58
20211120 023630	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	813697	69.6768101063929	0.816332533551019	813697	5	286	4034	0.0337592997079327	6857500	5707500	3957	0.0331149104968492	6753750	5703750	58
20211120 023748	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	344719	69.6768101063929	0.816332533551019	344719	6	170	3986	0.0333576025373871	6967500	5617500	3791	0.0317257077820458	6761250	5661250	58
20211120 023935	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	127217	69.6768101063929	0.816332533551019	127217	7	336	4014	0.033591925886872	6832500	5932500	3975	0.0332655469358038	6781250	5881250	58
20211120 024055	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	464371	69.6768101063929	0.816332533551019	464371	8	186	4493	0.0376005289012745	6683750	5583750	4236	0.0354497753006452	6755000	5805000	58
20211120 024153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	645137	69.6768101063929	0.816332533551019	645137	9	67	5254	0.0439691027926322	6732500	5932500	5123	0.042872804264685	6746250	6046250	58
20211120 024301	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	254	TRUE	0.0736229764353763	0.506794782704278	202	867	480803	69.6768101063929	0.816332533551019	480803	10	121	3550	0.029708853238265	6512500	5612500	4892	0.0409396366314345	6735000	5985000	58
20211120 024347	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	378821	50.5412963249721	0.141918266568023	378821	1	523	4492	0.0375921602102215	6835000	6185000	4492	0.0375921602102215	6835000	6185000	59
20211120 024443	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	964333	50.5412963249721	0.141918266568023	964333	2	756	4909	0.041081904379336	7063750	5963750	4490	0.0375754228281155	6887500	6037500	59
20211120 024527	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	187049	50.5412963249721	0.141918266568023	187049	3	587	4256	0.0356171491217059	6680000	5880000	4124	0.0345124819027056	6745000	5845000	59
20211120 024631	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	205151	50.5412963249721	0.141918266568023	205151	4	826	5071	0.0424376323299273	7011250	6111250	4983	0.0417011875172604	6821250	6121250	59
20211120 024711	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	813697	50.5412963249721	0.141918266568023	813697	5	474	4296	0.0359518967638272	6730000	6030000	4811	0.0402617726561389	6886250	6086250	59
20211120 024759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	344719	50.5412963249721	0.141918266568023	344719	6	602	3642	0.030478772815144	6747500	5847500	4814	0.040286878729298	6782500	5932500	59
20211120 024843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	127217	50.5412963249721	0.141918266568023	127217	7	538	4815	0.040295247420351	6831250	6281250	4967	0.0415672884604119	6891250	6191250	59
20211120 024917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	464371	50.5412963249721	0.141918266568023	464371	8	346	4409	0.0368975588528198	6438750	5988750	4996	0.0418099805009498	6805000	6105000	59
20211120 025013	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	645137	50.5412963249721	0.141918266568023	645137	9	788	3846	0.0321859857899626	6492500	5692500	5082	0.0425296879315106	6797500	6097500	59
