Feature	Gain	Cover	Frequency	pos
mv_mlimitecompra_delta1	7.75508585295893e-05	0.000817753686724745	0.00028552053963382	703
cforex_tend	7.72523561541216e-05	0.00105247299848235	0.000356900674542275	704
ctransferencias_emitidas_delta1	7.64055429405447e-05	0.000539953477146888	0.000321210607088047	705
Master_Finiciomora_avg3	7.53664685342854e-05	0.000967494610525902	0.000214140404725365	706
mv_mpagospesos_lag1	7.52642271024092e-05	0.000241125957590545	0.00028552053963382	707
mforex_sell_lag1	7.49643855358296e-05	0.000315931518043408	0.000231985438452479	708
mprestamos_prendarios_lag1	7.45367112923946e-05	0.00285277159987159	0.000624576180448981	709
minversion2_avg3	7.28182672359748e-05	0.0018487818805357	0.000446125843177844	710
mvr_mpagado	7.25041079689445e-05	0.000225636524943133	0.000178450337271137	711
mplazo_fijo_dolares_delta1	7.24315854375907e-05	0.00148060128121584	0.000356900674542275	712
mforex_sell_avg3	7.08565810254327e-05	0.000227537643958371	0.000374745708269389	713
mautoservicio_delta1	7.08435171098938e-05	0.000154940250890346	0.000321210607088047	714
ccheques_depositados_tend	7.01058686954924e-05	0.00123751613489368	0.000303365573360934	715
mpagomiscuentas_delta1	6.87022469303967e-05	0.000629878418132998	0.000249830472179592	716
mextraccion_autoservicio_delta1	6.83543507599686e-05	0.000409804061121252	0.000249830472179592	717
Visa_mconsumosdolares_delta1	6.80588011408763e-05	0.000142808234655151	0.000249830472179592	718
tmobile_app_lag1	6.80503022069743e-05	6.79537134610291e-05	0.000249830472179592	719
mplazo_fijo_dolares_avg3	6.76212996979732e-05	0.000118140750495163	0.000196295370998251	720
ccajas_extracciones	6.67589121573757e-05	0.00162111709046631	0.00042828080945073	721
mprestamos_hipotecarios_tend	6.63316029763584e-05	0.00267416205667793	0.000588886112994754	722
mv_msaldototal_lag1	6.59462144152841e-05	0.000102448643151376	0.000249830472179592	723
Master_mconsumospesos_delta1	6.4482128263511e-05	0.000162843425427042	0.000178450337271137	724
Visa_mlimitecompra_tend	6.3740018443657e-05	0.000252563794013628	0.00014276026981691	725
mv_msaldototal_delta1	6.25099036774788e-05	0.000363820816104044	0.000249830472179592	726
Master_mpagospesos_avg3	6.23644908405965e-05	0.000114183280347051	0.000214140404725365	727
Master_mconsumototal	6.18822686378112e-05	0.000411296794418703	0.000249830472179592	728
Visa_msaldodolares_tend	6.15904797897653e-05	0.000517951886371414	0.000249830472179592	729
mtarjeta_master_consumo_lag1	6.05635621646621e-05	0.000335793638288058	0.000231985438452479	730
Master_cconsumos_lag1	5.78213319649106e-05	0.000488555325962699	0.000249830472179592	731
tcuentas_avg3	5.72519682031409e-05	0.00223482783684624	0.000499660944359185	732
Visa_mpagosdolares_tend	5.65555615376128e-05	0.000382720041770602	0.000196295370998251	733
tpaquete4_lag1	5.63957799249116e-05	9.38178892271359e-05	5.35351011813412e-05	734
ctarjeta_debito	5.43287917861714e-05	0.000167671561780175	0.000160605303544024	735
Visa_delinquency_avg3	5.33840519282774e-05	0.000174727981171533	8.92251686355687e-05	736
Visa_mconsumosdolares_isNA_tend	5.27926206606509e-05	0.000263877520650729	0.000124915236089796	737
mv_status06_delta1	5.11784618568048e-05	0.000684978988161995	0.000160605303544024	738
mv_mconsumototal_delta1	5.08502414791528e-05	9.1663996152375e-05	0.00014276026981691	739
Master_mpagominimo	5.04459955967209e-05	0.000120340188445513	0.000160605303544024	740
mv_mconsumototal_lag1	4.93812108007992e-05	4.79621698615788e-05	0.00014276026981691	741
matm	4.93102636541866e-05	0.000211570369657897	0.000160605303544024	742
cprestamos_personales_lag1	4.92931178400344e-05	0.00024004844174222	0.000124915236089796	743
matm_lag1	4.92669694672674e-05	9.11899499056126e-05	0.000196295370998251	744
Master_mpagado_tend	4.91152133169689e-05	0.00115469923082459	0.000303365573360934	745
Master_msaldopesos_tend	4.8768551227481e-05	7.64983116622788e-05	5.35351011813412e-05	746
Visa_msaldodolares_avg3	4.84404032572622e-05	7.66121738512529e-05	0.000178450337271137	747
Visa_madelantopesos_isNA_tend	4.82168204238833e-05	9.79753772872118e-05	0.000107070202362682	748
cforex_sell_avg3	4.76873177831659e-05	6.27559045343594e-05	0.00014276026981691	749
ccajas_transacciones_avg3	4.7594051873162e-05	0.000172629501028739	0.000196295370998251	750
mvr_msaldodolares2_lag1	4.66033533172498e-05	7.49289111575852e-05	0.000160605303544024	751
Master_mconsumospesos_lag1	4.64857408477528e-05	0.00013035133164075	0.000178450337271137	752
cforex_avg3	4.64290060835774e-05	6.71460510005725e-05	0.00014276026981691	753
catm_trx_other_tend	4.64228802124266e-05	0.000437576946715195	0.000196295370998251	754
Master_msaldopesos_delta1	4.39701864754857e-05	0.000194016995065013	0.000178450337271137	755
mvr_mpagado_delta1	4.37651706732566e-05	0.000104245008952758	8.92251686355687e-05	756
Visa_mlimitecompra_delta1	4.27499135408319e-05	0.000159817727525369	0.00014276026981691	757
cplazo_fijo_lag1	4.25513438984482e-05	0.000561307571607729	0.000160605303544024	758
cforex_sell_tend	4.25022903726987e-05	0.00030187523081455	0.000160605303544024	759
ccajas_depositos_avg3	4.23808217651411e-05	0.000538426205652114	0.000196295370998251	760
mvr_mconsumosdolares_delta1	4.21600047460656e-05	9.01390019013813e-05	0.000160605303544024	761
ccajas_extracciones_delta1	4.19200181072971e-05	0.000623048964038328	0.000196295370998251	762
ctarjeta_master_transacciones_tend	4.16841670936466e-05	0.000144966682217471	0.00014276026981691	763
matm_delta1	4.10724791687782e-05	0.000110510845212005	0.000160605303544024	764
ccomisiones_mantenimiento_lag1	4.10454946799861e-05	3.24370603949542e-05	0.000124915236089796	765
Visa_mpagado_tend	4.08053350430152e-05	8.08284907089655e-05	0.000107070202362682	766
Visa_mpagosdolares_avg3	4.05865676203275e-05	4.1474302333832e-05	0.000160605303544024	767
Master_mpagosdolares_tend	4.04863130559015e-05	5.80268282856333e-05	8.92251686355687e-05	768
ctarjeta_master_transacciones_avg3	3.99086914935637e-05	7.46313513037328e-05	0.00014276026981691	769
mforex_sell_tend	3.92944527574039e-05	0.0003436694858994	0.000178450337271137	770
Master_mconsumototal_lag1	3.87611989248336e-05	0.000231145177645702	0.000178450337271137	771
mvr_msaldodolares_avg3	3.81342430379766e-05	0.000252461697584181	0.000178450337271137	772
Master_cconsumos_delta1	3.68615106154202e-05	0.000110612182560192	0.000107070202362682	773
ccajas_transacciones_delta1	3.63573589731396e-05	0.000647127780681321	0.000178450337271137	774
thomebanking_lag1	3.62110567359684e-05	2.42841481237756e-05	0.000107070202362682	775
Visa_delinquency_isNA_tend	3.61105943667816e-05	0.000636292275237911	0.000160605303544024	776
Master_msaldototal_delta1	3.60354197382522e-05	9.69027954670754e-05	0.000124915236089796	777
mv_Fvencimiento_delta1	3.58622970894633e-05	5.94011449065512e-05	0.000124915236089796	778
mv_mconsumosdolares_lag1	3.56489906753881e-05	7.68926543767593e-05	0.000124915236089796	779
Visa_delinquency_delta1	3.42972280959107e-05	7.67036431430622e-05	5.35351011813412e-05	780
ctarjeta_master_debitos_automaticos_tend	3.3479923103529e-05	0.000387412682118857	0.000124915236089796	781
ctarjeta_debito_lag1	3.31266195384123e-05	0.000154374735351775	0.000124915236089796	782
cextraccion_autoservicio_lag1	3.2203055813322e-05	0.000100269320854411	0.000124915236089796	783
cforex_lag1	3.15385510213485e-05	0.000193056377730701	0.000124915236089796	784
ccajas_otras_avg3	3.06790870838624e-05	9.03306699194878e-05	5.35351011813412e-05	785
mdescubierto_preacordado_lag1	2.95507988674845e-05	8.23606962319276e-05	7.1380134908455e-05	786
ctarjeta_master_transacciones_delta1	2.95056109389029e-05	4.07398912149488e-05	8.92251686355687e-05	787
ctarjeta_visa_debitos_automaticos_delta1	2.94170222618024e-05	0.000190489164909964	7.1380134908455e-05	788
active_quarter_avg3	2.9136556777943e-05	0.000215839822203797	0.000107070202362682	789
cpagomiscuentas_delta1	2.89871338436758e-05	0.000155784349251275	0.000124915236089796	790
Master_mconsumosdolares_tend	2.89419216068514e-05	3.19531460918141e-05	8.92251686355687e-05	791
cextraccion_autoservicio_delta1	2.87862186429273e-05	0.00023150498216286	0.000107070202362682	792
Visa_msaldodolares	2.84780981290401e-05	0.000175172043708532	0.000107070202362682	793
mv_mconsumospesos_lag1	2.81136951514893e-05	3.82539000890133e-05	0.000107070202362682	794
Master_cconsumos	2.80592679291207e-05	9.49906697735696e-05	0.000107070202362682	795
matm_other_delta1	2.765652811391e-05	3.88459834716789e-05	7.1380134908455e-05	796
Master_msaldopesos_lag1	2.74377274273113e-05	4.35276171416658e-05	0.000124915236089796	797
ctarjeta_debito_transacciones_delta1	2.73721680311702e-05	0.000142052948801623	0.000124915236089796	798
Master_mpagominimo_delta1	2.71781979128498e-05	0.000129405895931635	8.92251686355687e-05	799
ccajas_transacciones	2.6442338198065e-05	3.61011456361422e-05	5.35351011813412e-05	800
cseguro_vida_lag1	2.62615776158253e-05	8.89779871144749e-05	5.35351011813412e-05	801
Master_mconsumosdolares_avg3	2.58978214416776e-05	0.000157651309609821	0.000124915236089796	802
mv_mpagado	2.573833498268e-05	0.000206480350270123	8.92251686355687e-05	803
Master_mconsumototal_delta1	2.5727120915521e-05	3.96627549072534e-05	5.35351011813412e-05	804
tpaquete3_avg3	2.52120892308036e-05	0.000417308338455908	0.000107070202362682	805
catm_trx_lag1	2.50713919580323e-05	5.83247676801156e-05	8.92251686355687e-05	806
internet_delta1	2.47806958585635e-05	2.69094306608894e-05	5.35351011813412e-05	807
Visa_Finiciomora_isNA_avg3	2.45625888736952e-05	0.000160601858466771	0.000107070202362682	808
Master_fechaalta_delta1	2.45223138428044e-05	2.42439168170047e-05	8.92251686355687e-05	809
Master_mconsumosdolares_lag1	2.38328158726829e-05	2.88902532084096e-05	5.35351011813412e-05	810
mv_mfinanciacion_limite_delta1	2.37807677266189e-05	0.00016764916888301	5.35351011813412e-05	811
mv_mpagosdolares_avg3	2.35166400422407e-05	6.3647445474027e-05	8.92251686355687e-05	812
catm_trx_other_avg3	2.35084263872518e-05	7.57418871868606e-05	8.92251686355687e-05	813
Visa_madelantodolares_isNA_tend	2.30745265455946e-05	0.000132810375381962	7.1380134908455e-05	814
Master_msaldototal_lag1	2.2773869415071e-05	2.06071585011705e-05	7.1380134908455e-05	815
cseguro_accidentes_personales_tend	2.26909916739304e-05	0.000735705731971866	0.000178450337271137	816
mvr_mpagado_lag1	2.19684302814524e-05	2.66403363542805e-05	5.35351011813412e-05	817
Master_mconsumosdolares	2.19293768794741e-05	2.65166061089286e-05	5.35351011813412e-05	818
Master_delinquency_isNA_tend	2.18203355434706e-05	0.000296407568500012	8.92251686355687e-05	819
mv_mconsumosdolares_delta1	2.1796561259962e-05	0.000100886833459281	8.92251686355687e-05	820
Master_mpagosdolares_lag1	2.1793839697468e-05	2.71804226706479e-05	7.1380134908455e-05	821
Master_mpagospesos_delta1	2.16422547891095e-05	5.87213876383756e-05	8.92251686355687e-05	822
mvr_Visa_mlimitecompra_delta1	2.13204365088602e-05	1.31666439923401e-05	7.1380134908455e-05	823
Visa_Fvencimiento_delta1	2.12694622670582e-05	2.32199161974972e-05	7.1380134908455e-05	824
ccajas_transacciones_lag1	2.11807512127586e-05	8.54159983027338e-05	7.1380134908455e-05	825
mprestamos_hipotecarios_lag1	2.09138543747534e-05	0.00113962843149197	0.000249830472179592	826
tpaquete4	2.03302451236712e-05	0.000539613788283115	0.000124915236089796	827
mforex_sell	2.02680762502195e-05	0.000169527135919824	7.1380134908455e-05	828
ccallcenter_transacciones_delta1	1.98651626978137e-05	5.88257613116019e-05	5.35351011813412e-05	829
catm_trx_other	1.92103033130921e-05	2.21279778052352e-05	5.35351011813412e-05	830
catm_trx_delta1	1.84209183535378e-05	0.000103725797371036	7.1380134908455e-05	831
Master_mpagosdolares	1.80969606338573e-05	1.98643974884292e-05	5.35351011813412e-05	832
Visa_mfinanciacion_limite_delta1	1.79499653692867e-05	2.41141139215742e-05	5.35351011813412e-05	833
mvr_mpagosdolares	1.76917228753584e-05	8.01430403313412e-05	5.35351011813412e-05	834
ccajas_depositos_lag1	1.62823150187404e-05	0.000184595278468032	7.1380134908455e-05	835
cinversion1_lag1	1.6071182425734e-05	0.000416744720620486	0.000107070202362682	836
Master_mconsumosdolares_delta1	1.59330762093372e-05	1.26330098666813e-05	1.78450337271137e-05	837
minversion2_delta1	1.58643405724236e-05	0.000558576397234869	0.000124915236089796	838
cseguro_accidentes_personales_avg3	1.52763102972239e-05	4.41500637747244e-05	5.35351011813412e-05	839
Master_delinquency	1.48562112467553e-05	1.51243145614356e-05	1.78450337271137e-05	840
ctarjeta_master_transacciones_lag1	1.45756644736936e-05	8.56797790405239e-05	0.000107070202362682	841
mcheques_depositados_tend	1.42309264257256e-05	0.000284938230204646	7.1380134908455e-05	842
ccuenta_debitos_automaticos_lag1	1.39563891416942e-05	3.26431509569974e-05	5.35351011813412e-05	843
mtarjeta_master_consumo_delta1	1.32383533408077e-05	6.7967376923706e-05	5.35351011813412e-05	844
Visa_mpagospesos_isNA_tend	1.3235989746401e-05	4.20329861410652e-05	3.56900674542275e-05	845
active_quarter_lag1	1.31246395014543e-05	3.81472491720075e-05	3.56900674542275e-05	846
internet_lag1	1.29458925266556e-05	5.88804151623095e-05	3.56900674542275e-05	847
ccajas_extracciones_lag1	1.27929210277283e-05	0.000159347097144276	5.35351011813412e-05	848
Master_mconsumospesos_isNA_lag1	1.26213517416966e-05	9.89310605933348e-06	1.78450337271137e-05	849
Visa_mpagado_lag1	1.26010548624651e-05	2.60941773878345e-05	5.35351011813412e-05	850
catm_trx	1.2389083734387e-05	5.51726827486814e-05	7.1380134908455e-05	851
mttarjeta_master_debitos_automaticos_avg3	1.22335245045525e-05	8.09203395414046e-05	5.35351011813412e-05	852
Visa_mpagado	1.16893683766263e-05	1.30637884816335e-05	1.78450337271137e-05	853
Master_msaldodolares_avg3	1.13672237017549e-05	1.16405111194567e-05	3.56900674542275e-05	854
Visa_msaldodolares_lag1	1.13471148222785e-05	4.61206387252369e-05	3.56900674542275e-05	855
cforex_buy_tend	1.0838616276853e-05	0.000206919858319563	5.35351011813412e-05	856
Visa_status_isNA_tend	1.04440047906811e-05	0.000145257789880615	3.56900674542275e-05	857
cseguro_vivienda_avg3	1.04015375747517e-05	4.10947617039182e-05	5.35351011813412e-05	858
Master_fultimo_cierre_isNA_tend	1.01922400115886e-05	0.000224306235035285	5.35351011813412e-05	859
mv_status04_avg3	1.01315255497651e-05	1.90388966183667e-05	1.78450337271137e-05	860
ccuenta_debitos_automaticos_delta1	9.8339982013297e-06	6.66602389942828e-05	3.56900674542275e-05	861
Master_mfinanciacion_limite_isNA_tend	9.82222013490505e-06	0.00015346991049006	3.56900674542275e-05	862
mv_msaldodolares	9.80492829578573e-06	3.2076876337166e-05	3.56900674542275e-05	863
mplazo_fijo_dolares_lag1	9.44174291963688e-06	0.000215623863585376	5.35351011813412e-05	864
Master_mconsumospesos_isNA_tend	9.19023471882665e-06	8.6410394753108e-05	3.56900674542275e-05	865
Visa_mconsumospesos_isNA_delta1	8.9000570966702e-06	8.54030939213167e-05	3.56900674542275e-05	866
cseguro_vida_avg3	8.87050359427164e-06	0.000122221571347996	3.56900674542275e-05	867
Master_mpagosdolares_avg3	8.57234002850434e-06	9.52631799458477e-05	7.1380134908455e-05	868
cseguro_vivienda_tend	8.32437864186507e-06	0.000572042878324841	0.000124915236089796	869
mttarjeta_master_debitos_automaticos_lag1	8.28327512620403e-06	3.2556995234007e-06	1.78450337271137e-05	870
matm_other	8.13047832516246e-06	0.000113100450929907	3.56900674542275e-05	871
mvr_msaldodolares_delta1	8.02029657554959e-06	7.95631022488329e-06	1.78450337271137e-05	872
mv_status01_delta1	7.91610864832078e-06	1.00468200144486e-05	1.78450337271137e-05	873
mcheques_depositados_avg3	7.79353177333832e-06	8.61997497035058e-05	3.56900674542275e-05	874
ccheques_depositados_avg3	7.68438830853701e-06	3.37867068749277e-05	1.78450337271137e-05	875
mv_msaldodolares_avg3	7.62736999284409e-06	7.41664140320883e-05	3.56900674542275e-05	876
Visa_madelantopesos_isNA_avg3	7.47963706571194e-06	4.70706289219112e-06	1.78450337271137e-05	877
Visa_mpagosdolares	7.26062681000715e-06	5.38947694477616e-06	1.78450337271137e-05	878
Visa_madelantodolares_tend	6.99420691792178e-06	3.35665733095777e-06	1.78450337271137e-05	879
mv_status02_delta1	6.89902406072837e-06	4.11763629393497e-06	1.78450337271137e-05	880
ctarjeta_visa_descuentos_tend	6.89857238836053e-06	3.13295608368657e-05	1.78450337271137e-05	881
ctarjeta_visa_delta1	6.85777703267558e-06	0.000156572655139606	3.56900674542275e-05	882
Visa_delinquency_lag1	6.80646847055422e-06	2.35611232237898e-05	1.78450337271137e-05	883
cforex_sell_lag1	6.64556255428546e-06	1.10784114465543e-05	1.78450337271137e-05	884
mv_status06_lag1	6.36201872223321e-06	5.47107818020763e-06	1.78450337271137e-05	885
Master_status_isNA_tend	6.13968063438365e-06	0.000142708795010114	3.56900674542275e-05	886
cseguro_accidentes_personales_lag1	6.13882990593164e-06	1.76353553689454e-05	1.78450337271137e-05	887
cliente_edad_delta1	6.12280440478605e-06	1.65688461988876e-05	1.78450337271137e-05	888
cinversion2	5.92626839654685e-06	7.71541578707699e-05	1.78450337271137e-05	889
catm_trx_other_delta1	5.92436427088158e-06	2.12159416715523e-05	5.35351011813412e-05	890
mvr_msaldodolares	5.81018032129134e-06	9.5530376549307e-06	1.78450337271137e-05	891
Master_delinquency_tend	5.76393001673451e-06	8.6216449491222e-06	1.78450337271137e-05	892
catm_trx_other_lag1	5.5585370326067e-06	1.31461487983248e-05	3.56900674542275e-05	893
ccajas_consultas_delta1	5.493306733896e-06	4.56169883093413e-06	1.78450337271137e-05	894
Master_mconsumosdolares_isNA_tend	5.47642400116222e-06	0.000125344431650927	3.56900674542275e-05	895
Visa_mpagosdolares_delta1	5.43346487470984e-06	6.0142008216143e-06	1.78450337271137e-05	896
cforex	5.37216749540635e-06	7.76957623496569e-06	1.78450337271137e-05	897
cinversion1_avg3	5.07454777287745e-06	0.000140419026389844	3.56900674542275e-05	898
cprestamos_prendarios_avg3	4.9079216093401e-06	6.34675432154478e-05	1.78450337271137e-05	899
Visa_mpagado_delta1	4.75478162006616e-06	1.15372760681201e-05	1.78450337271137e-05	900
mv_mpagado_delta1	4.60063187110074e-06	2.89206164588027e-05	1.78450337271137e-05	901
mcheques_emitidos_avg3	4.27121905474985e-06	5.39778888457127e-05	1.78450337271137e-05	902
mvr_msaldodolares_lag1	4.03945082823598e-06	7.48454122190042e-06	1.78450337271137e-05	903
mttarjeta_master_debitos_automaticos	3.9497569135809e-06	3.1072991371044e-06	1.78450337271137e-05	904
active_quarter_tend	3.91693351606904e-06	4.83253902444063e-05	1.78450337271137e-05	905
ccajas_otras_lag1	3.86973434482321e-06	7.49979875522295e-05	1.78450337271137e-05	906
tcallcenter_lag1	3.70825064707408e-06	3.0508993994992e-05	3.56900674542275e-05	907
Master_mconsumosdolares_isNA_avg3	3.70391235319472e-06	9.85173613067287e-06	1.78450337271137e-05	908
mprestamos_prendarios_avg3	3.66911318467063e-06	5.23902703907832e-05	1.78450337271137e-05	909
mvr_mpagosdolares_lag1	3.48521010966748e-06	6.67797942927057e-05	1.78450337271137e-05	910
Visa_Fvencimiento_isNA_tend	3.33881416821581e-06	7.67932147317218e-05	1.78450337271137e-05	911
mvr_mpagosdolares_delta1	3.27475472961575e-06	5.2246044951416e-05	1.78450337271137e-05	912
mv_mpagosdolares_delta1	3.23387719793718e-06	5.41961247079132e-05	1.78450337271137e-05	913
mv_status04_lag1	3.06507736112957e-06	3.11944443726164e-06	1.78450337271137e-05	914
Visa_mconsumosdolares_isNA_avg3	3.00408533362974e-06	3.13272835930862e-06	1.78450337271137e-05	915
matm_other_lag1	2.72909121207536e-06	1.17486801989821e-05	3.56900674542275e-05	916
Visa_mconsumototal_isNA_avg3	2.67129147765618e-06	3.04239768938913e-06	1.78450337271137e-05	917
active_quarter	2.6501394360161e-06	7.34433891321025e-05	1.78450337271137e-05	918
Visa_mfinanciacion_limite_isNA_tend	2.52022717121406e-06	7.6444796433461e-05	1.78450337271137e-05	919
mvr_mpagosdolares_avg3	2.29616235290848e-06	1.19050509385066e-05	1.78450337271137e-05	920
mv_status02_lag1	1.96310216394839e-06	8.08987057254996e-05	1.78450337271137e-05	921
mv_msaldodolares_lag1	1.79018791111456e-06	1.04605193010546e-05	1.78450337271137e-05	922
ccallcenter_transacciones_lag1	1.70209982770184e-06	7.21354921214195e-06	1.78450337271137e-05	923
mv_status03_delta1	1.69611842039596e-06	8.0297892908346e-05	1.78450337271137e-05	924
mcheques_depositados_rechazados_avg3	1.49921247238689e-06	7.70049984032137e-05	1.78450337271137e-05	925
ctarjeta_visa_avg3	1.30801819933052e-06	7.89907549789228e-05	1.78450337271137e-05	926
cforex_delta1	2.51812407175127e-07	1.10787909871842e-05	1.78450337271137e-05	927
