fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211115 201633	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	349	TRUE	0.0234974846117769	0.811890688731721	6931	424	0.0304411137054053	19	5003750
20211115 202043	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	500	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0322069075175952	20	6090000
20211115 202247	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	191	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0303155833396099	21	5572500
20211115 202458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	241	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.0324495995581331	22	5603750
20211115 202730	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	195	TRUE	0.062278566761408	0.423446070845309	5296	627	0.0296628254374733	23	5270000
20211115 203122	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	479	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.0304578510875114	24	5651250
20211115 203340	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	212	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0303239520306629	25	5871250
20211115 203536	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	155	TRUE	0.0722323446390033	0.951347630601563	2650	667	0.0339057518013607	26	5986250
20211115 203847	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0476338022232428	0.572736529607885	6004	663	0.0294033960148293	27	5358750
20211115 204315	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	483	TRUE	0.0551776551933028	0.327766494586272	6499	587	0.0363577782798992	28	5770000
20211115 204613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	251	TRUE	0.0798047164328769	0.393344031555881	5062	686	0.0360983488572552	29	5758750
20211115 204803	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	78	TRUE	0.0386352451506071	0.404612072499818	875	661	0.0317801042738905	30	5053750
20211115 204937	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	236	TRUE	0.0433675417006388	0.112609258927475	2956	217	0.0336630597608228	31	4922500
20211115 205113	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.0697419938869402	0.427681592786498	466	679	0.0334119990292318	32	5660000
20211115 205419	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0556473292419501	0.554259937580652	5574	930	0.0397052547011122	33	6070000
20211115 205636	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	167	TRUE	0.0495886520421691	0.37796487140283	4246	549	0.0365753642472781	34	5837500
20211115 205909	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	199	TRUE	0.0849849735815264	0.319760480330302	1022	336	0.0430694685044312	35	5967500
20211115 210131	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	135	TRUE	0.0465037125027552	0.727070892823022	1014	527	0.0340480195492623	36	6015000
20211115 210323	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	200	TRUE	0.0574375245955959	0.803841766718193	7531	301	0.0321399579891709	37	5450000
20211115 210609	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	148	TRUE	0.0289933062436432	0.914142998647527	367	455	0.0341066003866335	38	5406250
20211115 210820	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	164	TRUE	0.0775838731076382	0.402970562975947	6385	731	0.0339057518013607	39	5236250
20211115 211111	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	230	TRUE	0.0345491855871305	0.707065885409084	1984	378	0.0321483266802239	40	5848750
20211115 211329	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	173	TRUE	0.0926832483600639	0.398507780198264	3202	509	0.0255119546751693	41	5440000
20211115 211616	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	179	TRUE	0.0389983416760899	0.639422746171732	1062	636	0.0359058689630355	42	6137500
20211115 211944	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	525	TRUE	0.0361606589905545	0.154521770766121	3700	912	0.0359226063451416	43	5485000
20211115 212222	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	327	TRUE	0.0772020599885657	0.216171464156941	5029	768	0.0269178947720787	44	5680000
20211115 212624	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	331	TRUE	0.0574770347673632	0.355708580444171	1078	683	0.0423748671470295	45	6021250
20211115 212919	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	232	TRUE	0.0827201820322871	0.445122697189893	6778	906	0.0341902872971638	46	5743750
20211115 213234	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0614497867436148	0.376586052501737	3570	455	0.0284912086900488	47	5995000
20211115 213516	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	162	TRUE	0.051510483745411	0.563124464816041	2977	546	0.0306921744369963	48	5516250
20211115 213702	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	234	TRUE	0.0571897158379108	0.164488068650709	5694	655	0.0341317064597926	49	5402500
20211115 214553	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	794	TRUE	0.0261860305045731	0.513292195390165	7761	656	0.030357426794875	50	5566250
20211115 214836	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	322	TRUE	0.048912320607733	0.995964059002022	6650	244	0.0308930230222691	51	5636250
20211115 215612	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	627	TRUE	0.0267261028291844	0.544028218840365	4986	184	0.031378407103345	52	5663750
20211115 215853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0609886662657373	0.497974649444339	6412	910	0.0372532282225737	53	5686250
20211115 220049	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	128	TRUE	0.0925959693831392	0.396578101772489	3028	198	0.0301231034453901	54	5401250
20211115 220406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	276	TRUE	0.0481949858487211	0.421873312736605	6723	536	0.0317047860544132	55	5515000
20211115 220707	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	224	TRUE	0.0940431672497466	0.532507430415251	5945	1015	0.032675554216565	56	5620000
20211115 220913	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	130	TRUE	0.068958120415397	0.482023982235603	1379	119	0.0358054446703991	57	5852500
20211115 221101	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	162	TRUE	0.0976996565995924	0.856334283117973	4080	535	0.0307005431280493	58	6015000
20211115 221253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	302	TRUE	0.0723469795234688	0.130008793261764	6518	144	0.0283907843974124	59	5410000
20211115 221537	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	360	TRUE	0.0769593343723938	0.202459480938455	4644	217	0.0314035131765041	60	5860000
20211115 221824	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	210	TRUE	0.0299708756191842	0.948382064583665	2101	385	0.0312528767375495	61	5532500
20211115 222105	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	294	TRUE	0.0630811281507835	0.271732241935167	7958	138	0.0353535353535354	62	5970000
20211115 222334	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	182	TRUE	0.0978895116117969	0.469711741302046	6729	896	0.0299724670064355	63	5623750
20211115 222944	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	547	TRUE	0.0255129659014009	0.451976334698149	5826	179	0.0278049760237001	64	5197500
20211115 223307	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	431	TRUE	0.0602211944327503	0.22254505741389	5277	374	0.0301147347543371	65	5852500
20211115 223411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	47	TRUE	0.0948297502629645	0.784900363077223	2203	145	0.035253111060899	66	5285000
20211115 223606	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	182	TRUE	0.0418801164876111	0.885492029009969	5218	163	0.037596344555748	67	5785000
20211115 223906	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	343	TRUE	0.0387016240178421	0.920547404272342	6484	564	0.0291607039742914	68	5295000
20211115 224223	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	393	TRUE	0.0425319602072053	0.863257575254748	5544	388	0.0296126132911551	69	5477500
20211115 224724	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	824	TRUE	0.0303992116355896	0.165217367060971	7060	648	0.0321315892981179	70	5651250
20211115 224947	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	265	TRUE	0.0700494016601518	0.218210928347707	3345	632	0.0294285020879884	71	6005000
20211115 225133	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.0647234458425082	0.799812874208856	5626	144	0.0310771342254358	72	5108750
20211115 225440	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	364	TRUE	0.0382203248930722	0.982837307361607	6530	540	0.0317801042738905	73	5403750
20211115 225745	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	430	TRUE	0.0404640250547417	0.175879165340634	3566	152	0.0347844643619291	74	5555000
20211115 225926	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	91	TRUE	0.0958131605852209	0.33169325672877	780	571	0.0388349108315968	75	5800000
20211115 230403	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	586	TRUE	0.0217320504062995	0.901632195077906	7441	811	0.0288929058605943	76	4935000
20211115 230553	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	176	TRUE	0.0631348979303241	0.792488310616324	4740	122	0.038106834709983	77	5608750
20211115 230747	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	181	TRUE	0.0864638146546111	0.642167845299724	4207	1005	0.0333952616471258	78	5712500
20211115 230936	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	137	TRUE	0.058037643837817	0.730735204925574	2643	624	0.0336379536876637	79	5826250
20211115 231243	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	391	TRUE	0.0707739179464616	0.77025847955551	7023	154	0.0307591239654206	80	6056250
20211115 231522	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	262	TRUE	0.0589699120449461	0.926589186676079	3597	508	0.0279890872268668	81	5720000
20211115 231941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	547	TRUE	0.0334567148417048	0.853748968570563	6684	599	0.0307591239654206	82	5706250
20211115 232145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	152	TRUE	0.0779374062406458	0.341383242442389	2817	557	0.0303072146485568	83	5773750
20211115 232422	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.076169906396009	0.517671355470899	412	906	0.0279723498447608	84	5522500
20211115 232623	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	319	TRUE	0.082014807680212	0.138259828108992	7400	354	0.0295624011448369	85	5785000
20211115 232929	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	423	TRUE	0.0494141431783699	0.187329562072479	4239	284	0.0322905944281255	86	5577500
20211115 233300	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	300	TRUE	0.045332897095643	0.858515521227312	2030	782	0.030089628681178	87	6106250
20211115 233445	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	98	TRUE	0.0854215697244927	0.486229236009857	7475	132	0.0395546182621576	88	5292500
20211115 233716	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	225	TRUE	0.0717484384932928	0.333622198364511	4631	1024	0.0312026645912313	89	5690000
20211115 234044	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	260	TRUE	0.079758728711661	0.518765215917537	5051	593	0.0311440837538601	90	5598750
20211115 234326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	211	TRUE	0.0388794734793156	0.321540998298954	1553	367	0.0365335207920129	91	5943750
20211115 234605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	146	TRUE	0.0567442471245304	0.562467300868337	2272	890	0.0298887800959052	92	5736250
20211115 234754	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	127	TRUE	0.0456288787491247	0.291893347817403	1581	603	0.031395144485451	93	5461250
20211115 235059	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	345	TRUE	0.0479052742254548	0.876139235755522	5462	830	0.0373034403688919	94	6128750
20211115 235400	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	233	TRUE	0.0562308587797172	0.865958362022298	1627	315	0.0261981873415179	95	5537500
20211115 235809	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	483	TRUE	0.021576027243454	0.67403223798289	6695	733	0.0331274635334287	96	5502500
20211115 235941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	129	TRUE	0.0875337808310427	0.936169395356765	5433	319	0.0322069075175952	97	5740000
20211116 000128	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	148	TRUE	0.0826313996718079	0.211236353384797	712	536	0.0393788757500439	98	5818750
20211116 000348	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	175	TRUE	0.0801827503519505	0.429004823934217	6505	688	0.0311775585180722	99	5393750
20211116 000610	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	290	TRUE	0.0545240405045822	0.191001194075355	3287	866	0.037579607173642	100	5787500
20211116 000728	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	37	TRUE	0.0973339821725711	0.651666032952629	249	530	0.0346254592319215	101	4878750
20211116 000921	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	104	TRUE	0.0665022739505209	0.96967455263976	1200	287	0.0273028545605182	102	5522500
20211116 001203	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	314	TRUE	0.0629817241140455	0.957099772378663	7211	317	0.0337467466713531	103	5710000
20211116 001341	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	217	TRUE	0.0776025511045195	0.141475633657142	2124	825	0.0272359050320939	104	5432500
20211116 001714	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	293	TRUE	0.0549734539842792	0.400730396701023	3254	690	0.0316629425991481	105	5821250
20211116 002113	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	286	TRUE	0.0378078753618523	0.74887366734657	1176	859	0.0255705355125405	106	5431250
20211116 002237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	132	TRUE	0.0942775870687328	0.18984167803973	1628	380	0.0344329793377018	107	5607500
20211116 002436	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	126	TRUE	0.0861703913859651	0.487265926728072	5324	372	0.0317968416559966	108	5501250
20211116 002542	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	46	TRUE	0.0987701020856947	0.860044062109757	1795	771	0.0346421966140276	109	5326250
20211116 002757	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	151	TRUE	0.0911506524129398	0.601309782629204	2050	231	0.0333283121187015	110	5922500
20211116 002941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	160	TRUE	0.0628350355440751	0.698436879431084	5794	745	0.0406509167901049	111	5878750
20211116 003122	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	155	TRUE	0.0914087486459129	0.641604072137037	5203	903	0.0410526139606504	112	5818750
20211116 003252	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	144	TRUE	0.0934494162640348	0.74629264252896	6181	416	0.0367427380683387	113	5512500
20211116 003715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	418	TRUE	0.0352214138266444	0.368428744079219	5585	410	0.0320562710786406	114	5512500
20211116 003941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	266	TRUE	0.0923425149560906	0.253244047491904	4992	773	0.0410609826517034	115	5817500
20211116 004249	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	291	TRUE	0.0809248304814659	0.607217896570638	3629	119	0.0266417279673286	116	5771250
