fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211126 064913	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	223	TRUE	0.167727713402731	0.304174612264156	0.904588632163192	409	32.8734402940691	255	56.3844649984705	18.6596372133207	151	784	645137	72.598639115554	0.551993691507962	645137	9	34	4775	0.0399604997782297	5781250	4931250	4541	0.0380022260718201	5823750	5273750	66
20211126 064943	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	223	TRUE	0.167727713402731	0.304174612264156	0.904588632163192	409	32.8734402940691	255	56.3844649984705	18.6596372133207	151	784	480803	72.598639115554	0.551993691507962	480803	10	44	4150	0.0347300678700844	5562500	5112500	4479	0.0374833672265321	5851250	5401250	66
20211126 065009	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	378821	74.9950113562365	0.339918289164729	378821	1	48	4636	0.0387972517218582	5755000	5805000	4636	0.0387972517218582	5755000	5805000	67
20211126 065033	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	964333	74.9950113562365	0.339918289164729	964333	2	66	4537	0.037968751307608	5828750	5528750	5019	0.0420024603951696	5876250	5726250	67
20211126 065056	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	187049	74.9950113562365	0.339918289164729	187049	3	70	4348	0.0363870686985849	5915000	5515000	4583	0.0383537110960475	5821250	5771250	67
20211126 065119	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	205151	74.9950113562365	0.339918289164729	205151	4	46	4281	0.0358263663980317	6098750	5848750	4276	0.0357845229427665	5905000	5805000	67
20211126 065142	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	813697	74.9950113562365	0.339918289164729	813697	5	63	4874	0.0407890001924799	6057500	5707500	4263	0.0356757299590771	6021250	5921250	67
20211126 065204	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	344719	74.9950113562365	0.339918289164729	344719	6	53	4859	0.0406634698266844	5826250	5576250	4346	0.0363703313164788	6017500	5917500	67
20211126 065227	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	127217	74.9950113562365	0.339918289164729	127217	7	56	4750	0.0397512825019039	6262500	5912500	4373	0.0365962859749107	6033750	5883750	67
20211126 065250	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	464371	74.9950113562365	0.339918289164729	464371	8	57	4216	0.0352824014795846	6130000	5480000	4572	0.0382616554944641	6035000	5735000	67
20211126 065313	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	645137	74.9950113562365	0.339918289164729	645137	9	56	4245	0.0355250935201225	5843750	5893750	4259	0.035642255194865	6076250	5826250	67
20211126 065335	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	238	TRUE	0.10467320106267	0.742083897057241	0.830578890927858	373	16.8488420025935	255	43.6703896615998	28.4655660871717	119	613	480803	74.9950113562365	0.339918289164729	480803	10	47	5474	0.0458102148242993	5957500	5657500	4290	0.035901684617509	6087500	5837500	67
20211126 065423	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	378821	74.0571136805775	0.803217730808681	378821	1	94	5145	0.0430569154678517	5968750	5718750	5145	0.0430569154678517	5968750	5718750	68
20211126 065448	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	964333	74.0571136805775	0.803217730808681	964333	2	93	4844	0.0405379394608889	6295000	5595000	4597	0.0384708727707899	6303750	5703750	68
20211126 065514	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	187049	74.0571136805775	0.803217730808681	187049	3	85	4630	0.03874703957554	6312500	5512500	4383	0.036679972885441	6271250	5671250	68
20211126 065540	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	205151	74.0571136805775	0.803217730808681	205151	4	85	3943	0.0329977488221067	6171250	5521250	4408	0.0368891901617668	6290000	5540000	68
20211126 065606	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	813697	74.0571136805775	0.803217730808681	813697	5	100	4200	0.0351485024227361	6100000	5600000	4303	0.0360104776011984	6321250	5521250	68
20211126 065631	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	344719	74.0571136805775	0.803217730808681	344719	6	90	4904	0.0410400609240709	6370000	5670000	4327	0.0362113261864712	6391250	5541250	68
20211126 065656	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	127217	74.0571136805775	0.803217730808681	127217	7	74	4918	0.0411572225988133	6352500	5652500	4386	0.0367050789586001	6367500	5667500	68
20211126 065723	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	464371	74.0571136805775	0.803217730808681	464371	8	83	4835	0.0404626212414116	6156250	5906250	4368	0.0365544425196455	6390000	5690000	68
20211126 065747	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	645137	74.0571136805775	0.803217730808681	645137	9	55	4740	0.0396675955913736	6125000	5625000	4312	0.0360857958206757	6360000	5660000	68
20211126 065813	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	251	TRUE	0.0778640595911514	0.761570903313529	0.777808391680575	269	6.58009486273144	219	54.6837768582831	42.8100390552887	130	1326	480803	74.0571136805775	0.803217730808681	480803	10	94	5261	0.0440276836300034	6023750	5823750	4311	0.0360774271296227	6361250	5611250	68
20211126 065911	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	378821	80.7933603159418	0.850478763717818	378821	1	90	5330	0.0446051233126627	6037500	5237500	5330	0.0446051233126627	6037500	5237500	69
20211126 065938	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	964333	80.7933603159418	0.850478763717818	964333	2	88	5075	0.0424711070941394	5906250	5506250	5171	0.0432745014352305	5936250	5536250	69
20211126 070002	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	187049	80.7933603159418	0.850478763717818	187049	3	47	5885	0.0492497468470956	5843750	5193750	5116	0.0428142234273137	5905000	5355000	69
20211126 070029	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	205151	80.7933603159418	0.850478763717818	205151	4	79	5294	0.0443038504347535	5832500	5532500	4970	0.041592394533571	5837500	5437500	69
20211126 070055	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	813697	80.7933603159418	0.850478763717818	813697	5	90	5045	0.0422200463625484	6043750	5343750	4948	0.0414082833304043	5915000	5565000	69
20211126 070121	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	344719	80.7933603159418	0.850478763717818	344719	6	90	5227	0.0437431481342003	5716250	5516250	4780	0.0400023432334949	5925000	5475000	69
20211126 070148	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	127217	80.7933603159418	0.850478763717818	127217	7	92	4909	0.041081904379336	5913750	5663750	4759	0.0398266007213812	5951250	5451250	69
20211126 070215	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	464371	80.7933603159418	0.850478763717818	464371	8	90	5014	0.0419606169399044	5782500	5432500	4609	0.0385712970634263	5938750	5638750	69
20211126 070241	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	645137	80.7933603159418	0.850478763717818	645137	9	68	5149	0.0430903902320638	5813750	5463750	4746	0.0397178077376917	5917500	5517500	69
20211126 070306	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	265	TRUE	0.0608000707564413	0.727125226965807	0.877894000601358	392	37.5291440968776	237	47.412762818968	31.5376841606333	66	2765	480803	80.7933603159418	0.850478763717818	480803	10	63	6014	0.0503293079929368	5732500	5132500	4718	0.0394834843882068	5902500	5552500	69
20211126 070346	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	378821	74.6041567617222	0.258332349028159	378821	1	34	5063	0.042370682801503	5271250	5521250	5063	0.042370682801503	5271250	5521250	70
20211126 070405	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	964333	74.6041567617222	0.258332349028159	964333	2	35	3981	0.033315759082122	5923750	5223750	5108	0.0427472738988895	5715000	5415000	70
20211126 070424	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	187049	74.6041567617222	0.258332349028159	187049	3	38	5459	0.0456846844585038	5576250	5276250	4940	0.04134133380198	5825000	5575000	70
20211126 070442	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	205151	74.6041567617222	0.258332349028159	205151	4	22	4649	0.0389060447055476	5788750	5838750	4613	0.0386047718276384	5783750	5633750	70
20211126 070500	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	813697	74.6041567617222	0.258332349028159	813697	5	33	4678	0.0391487367460855	6252500	5602500	5041	0.0421865715983363	5998750	5798750	70
20211126 070519	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	344719	74.6041567617222	0.258332349028159	344719	6	37	4884	0.0408726871030102	5395000	5495000	4720	0.0395002217703129	6050000	5850000	70
20211126 070537	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	127217	74.6041567617222	0.258332349028159	127217	7	31	4934	0.0412911216556618	5832500	5432500	4463	0.0373494681696836	6071250	5771250	70
20211126 070556	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	464371	74.6041567617222	0.258332349028159	464371	8	34	5120	0.0428476981915259	5350000	5500000	4248	0.0355501995932816	5990000	5790000	70
20211126 070615	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	645137	74.6041567617222	0.258332349028159	645137	9	37	5627	0.0470906245554133	5616250	5516250	4330	0.0362364322596303	6037500	5737500	70
20211126 070633	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	220	TRUE	0.199799622788962	0.755733662624963	0.748807411002	260	17.5479352839655	238	50.5910748797841	43.6774585336455	123	451	480803	74.6041567617222	0.258332349028159	480803	10	25	4042	0.0338262492363569	5897500	5347500	4254	0.0356004117395998	6132500	5782500	70
20211126 070731	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	378821	83.5201489293185	0.850853358989842	378821	1	55	5388	0.0450905073937385	5965000	5665000	5388	0.0450905073937385	5965000	5665000	71
20211126 070809	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	964333	83.5201489293185	0.850853358989842	964333	2	68	4250	0.0355669369753877	6037500	5837500	4198	0.03513176504063	6152500	5652500	71
20211126 070843	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	187049	83.5201489293185	0.850853358989842	187049	3	40	4730	0.0395839086808432	5737500	5687500	4613	0.0386047718276384	6083750	5683750	71
20211126 070919	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	205151	83.5201489293185	0.850853358989842	205151	4	59	4720	0.0395002217703129	6e+06	5500000	4644	0.0388642012502824	6045000	5645000	71
20211126 070956	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	813697	83.5201489293185	0.850853358989842	813697	5	59	5204	0.0435506682399806	5845000	5495000	4676	0.0391319993639795	6155000	5555000	71
20211126 071032	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	344719	83.5201489293185	0.850853358989842	344719	6	61	4214	0.0352656640974785	5882500	5432500	4382	0.036671604194388	6122500	5472500	71
20211126 071109	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	127217	83.5201489293185	0.850853358989842	127217	7	64	4519	0.0378181148686534	5701250	5501250	4183	0.0350062346748345	6121250	5671250	71
20211126 071146	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	464371	83.5201489293185	0.850853358989842	464371	8	66	4528	0.0378934330881307	5840000	5540000	3961	0.0331483852610613	6098750	5648750	71
20211126 071222	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	645137	83.5201489293185	0.850853358989842	645137	9	53	4690	0.0392491610387219	5737500	5687500	4198	0.03513176504063	6002500	5652500	71
20211126 071256	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	230	TRUE	0.133183767644087	0.475236128859412	0.957355455882232	709	15.0088675498109	113	52.6650617320824	102.736549995619	51	3580	480803	83.5201489293185	0.850853358989842	480803	10	43	3620	0.0302946616119773	5875000	5025000	4549	0.0380691756002444	5963750	5613750	71
20211126 071350	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	378821	78.7278131374924	0.632526430354996	378821	1	41	3277	0.0274242005807872	5303750	5203750	3277	0.0274242005807872	5303750	5203750	72
20211126 071411	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	964333	78.7278131374924	0.632526430354996	964333	2	39	5190	0.0434335065652381	6062500	5462500	4546	0.0380440695270853	5817500	5467500	72
20211126 071432	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	187049	78.7278131374924	0.632526430354996	187049	3	46	5447	0.0455842601658675	5541250	5291250	4815	0.040295247420351	5681250	5581250	72
20211126 071454	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	205151	78.7278131374924	0.632526430354996	205151	4	48	5519	0.0461868059216858	5501250	5701250	4768	0.0399019189408585	5640000	5840000	72
20211126 071515	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	813697	78.7278131374924	0.632526430354996	813697	5	45	4362	0.0365042303733273	5897500	5447500	4637	0.0388056204129112	5753750	5953750	72
20211126 071537	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	344719	78.7278131374924	0.632526430354996	344719	6	49	4896	0.0409731113956466	5430000	5530000	4723	0.039525327843472	5696250	5846250	72
20211126 071558	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	127217	78.7278131374924	0.632526430354996	127217	7	43	4522	0.0378432209418125	5897500	5197500	4680	0.0391654741281916	5750000	5850000	72
20211126 071619	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	464371	78.7278131374924	0.632526430354996	464371	8	40	4781	0.0400107119245479	5823750	5873750	5259	0.0440109462478974	5776250	5776250	72
20211126 071640	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	645137	78.7278131374924	0.632526430354996	645137	9	37	4022	0.0336588754152963	5622500	5172500	4675	0.0391236306729265	5706250	5706250	72
20211126 071701	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.177422473152673	0.774310392589506	0.88470876292775	377	10.4719641297349	253	78.3065420070837	87.6739985303432	82	1655	480803	78.7278131374924	0.632526430354996	480803	10	30	5207	0.0435757743131397	5891250	5541250	4531	0.0379185391612898	5736250	5786250	72
20211126 071749	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	378821	78.6592833192393	0.184393162938882	378821	1	85	4087	0.0342028403337434	6041250	5691250	4087	0.0342028403337434	6041250	5691250	73
20211126 071813	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	964333	78.6592833192393	0.184393162938882	964333	2	58	4229	0.035391194463274	5963750	5563750	4226	0.0353660883901149	6017500	5867500	73
20211126 071838	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	187049	78.6592833192393	0.184393162938882	187049	3	71	4777	0.0399772371603358	6128750	5678750	4577	0.0383034989497293	6028750	5828750	73
20211126 071902	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	205151	78.6592833192393	0.184393162938882	205151	4	62	4776	0.0399688684692827	6130000	6180000	5061	0.042353945419397	6123750	5873750	73
20211126 071928	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	813697	78.6592833192393	0.184393162938882	813697	5	74	4050	0.0338931987647812	6487500	5487500	4584	0.0383620797871005	6220000	5870000	73
20211126 071953	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	344719	78.6592833192393	0.184393162938882	344719	6	84	4887	0.0408977931761693	6141250	5541250	4756	0.0398014946482221	6255000	5805000	73
20211126 072018	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	127217	78.6592833192393	0.184393162938882	127217	7	56	5101	0.0426886930615182	6373750	5823750	4532	0.0379269078523428	6285000	5735000	73
20211126 072042	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	464371	78.6592833192393	0.184393162938882	464371	8	60	4602	0.0385127162260551	6297500	5697500	4573	0.0382700241855171	6283750	5833750	73
20211126 072106	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	645137	78.6592833192393	0.184393162938882	645137	9	53	4061	0.0339852543663646	6323750	5423750	4524	0.0378599583239186	6245000	5695000	73
20211126 072132	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	237	TRUE	0.105973672508513	0.716846363021109	0.878079352090134	603	6.97577436861831	233	43.0590176984085	81.4610527251806	82	482	480803	78.6592833192393	0.184393162938882	480803	10	78	4239	0.0354748813738043	6351250	5351250	4587	0.0383871858602596	6266250	5816250	73
20211126 072223	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	378821	92.6364046913987	0.404468386983436	378821	1	113	5242	0.0438686784999958	6097500	5747500	5242	0.0438686784999958	6097500	5747500	74
20211126 072251	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	964333	92.6364046913987	0.404468386983436	964333	2	97	4549	0.0380691756002444	6213750	5463750	4821	0.0403454595666692	6023750	5623750	74
20211126 072318	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	187049	92.6364046913987	0.404468386983436	187049	3	88	4863	0.0406969445908965	6071250	5771250	5590	0.0467809829864511	5962500	5512500	74
20211126 072346	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	205151	92.6364046913987	0.404468386983436	205151	4	93	4819	0.0403287221845631	6126250	5776250	5505	0.0460696442469433	6068750	5568750	74
20211126 072414	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	813697	92.6364046913987	0.404468386983436	813697	5	110	4973	0.0416175006067301	6033750	5633750	5591	0.0467893516775041	5961250	5461250	74
20211126 072442	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	344719	92.6364046913987	0.404468386983436	344719	6	108	5190	0.0434335065652381	5862500	5612500	4886	0.0408894244851163	5942500	5892500	74
20211126 072509	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	127217	92.6364046913987	0.404468386983436	127217	7	97	5417	0.0453331994342765	6078750	5628750	4820	0.0403370908756161	5925000	5725000	74
20211126 072537	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	464371	92.6364046913987	0.404468386983436	464371	8	94	5032	0.042111253378859	6010000	5660000	5243	0.0438770471910488	5946250	5646250	74
20211126 072605	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	256	TRUE	0.0713662672727792	0.676923002760115	0.94988208013747	568	13.9738177561728	180	57.9385546298153	114.201118562817	20	4338	645137	92.6364046913987	0.404468386983436	645137	9	105	4907	0.04106516699723	5916250	5766250	5261	0.0440276836300034	5923750	5623750	74
